Existing buildings total heat demand (kWh_th),,,,,,,,,,,,
Notes:,Figures are for total heat demand in kWh_th of all buildings existing in 2020 in each LSOA. New builds and other changes to non-domestic footprint over time are excluded here to isolate the effect the energy efficiency,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,variable,Heat demand_kWh,Heat demand_kWh,Heat demand_kWh,Heat demand_kWh,Heat demand_kWh,Heat demand_kWh,Heat demand_kWh,,,,
,E01021840,21581871.86,18904833.21,19640897.04,18355598.59,18280038.8,18817373.6,18001780.98,Harlow,Essex,South East,EPN
,E01021841,9249809.308,8431468.64,8839597.576,8249363.501,8087092.644,8342957.472,8110671.757,Harlow,Essex,South East,EPN
,E01021842,9414230.323,8624858.905,8952589.837,8464001.284,8354723.264,8486712.644,8365396.416,Harlow,Essex,South East,EPN
,E01021843,20033591.23,18417355.87,19226222.5,17943435.91,17690407.98,18110278.3,17653402.95,Harlow,Essex,South East,EPN
,E01021844,6954013.042,6425572.748,6692253.747,6281036.555,6187862.961,6315123.804,6194625.532,Harlow,Essex,South East,EPN
,E01021845,12192966.91,11018664.2,11444485.48,10821850.97,10687727.16,10938639.07,10682999.45,Harlow,Essex,South East,EPN
,E01021846,7884551.27,7241736.542,7511178.21,7112983.806,7029711.28,7151926.68,7035952.174,Harlow,Essex,South East,EPN
,E01021847,7941432.655,7315647.534,7611702.946,7170538.211,7073525.905,7215721.123,7082660.96,Harlow,Essex,South East,EPN
,E01021848,18219478.63,16793299.45,17573708.17,16440086.27,16202921.87,16855185.74,16180169.98,Harlow,Essex,South East,EPN
,E01021849,37821594.44,35486565.4,37320461.11,34763204.24,33695657.78,36400726.27,33769247.64,Harlow,Essex,South East,EPN
,E01021850,8720162.832,7956505.999,8283762.994,7805620.439,7704881.018,7869455.09,7712629.554,Harlow,Essex,South East,EPN
,E01021851,10649268.6,9790683.052,10154304.1,9634800.621,9500324.242,9717106.507,9521098.529,Harlow,Essex,South East,EPN
,E01021852,10138784.18,9382837.059,9750566.496,9187577.477,9077924.491,9271986.688,9062189.96,Harlow,Essex,South East,EPN
,E01021853,52448840.54,48186659.49,51701244.4,46790319.84,46298589.59,50896128.2,45635964.81,Harlow,Essex,South East,EPN
,E01021854,12244031.98,11392140.11,11886286.54,11095790.05,10903348,11138753.21,10911936.08,Harlow,Essex,South East,EPN
,E01021855,11715397.26,10714734.67,11194137.03,10472323.13,10280877.22,10573432.72,10302442.42,Harlow,Essex,South East,EPN
,E01021856,9456334.708,8806843.113,9187782.603,8583263.985,8438085.02,8621936.561,8442364.484,Harlow,Essex,South East,EPN
,E01021857,36791230.96,33911439.11,35684352.02,32851471.72,32203119.58,33258822.52,32171717.09,Harlow,Essex,South East,EPN
,E01021858,8462710.614,7807210.72,8119069.721,7652100.953,7544964.341,7683788.758,7557126.405,Harlow,Essex,South East,EPN
,E01021859,10412593.63,9476527.728,9818256.989,9280218.576,9170879.104,9353480.636,9142504.811,Harlow,Essex,South East,EPN
,E01021860,9648943.708,8936126.497,9284090.859,8836223.701,8634568.378,8783266.133,8730870.328,Harlow,Essex,South East,EPN
,E01021861,6526008.157,5982804.849,6262732.634,5850083.091,5757304.039,5952235.673,5762391.896,Harlow,Essex,South East,EPN
,E01021862,8974583.603,8312958.418,8641673.836,8139543.836,8028160.076,8188151.623,8032789.971,Harlow,Essex,South East,EPN
,E01021863,10570495.56,9829263.225,10273508.49,9610792.483,9427777.355,9854121.95,9432598.402,Harlow,Essex,South East,EPN
,E01021864,8500520.139,7805193.966,8143984.589,7620215.152,7497943.61,7668838.147,7499710.39,Harlow,Essex,South East,EPN
,E01021865,7728166,7155373.599,7472802.83,6972474.408,6848761.81,6980990.802,6861050.935,Harlow,Essex,South East,EPN
,E01021866,7288585.616,6758654.209,7066014.763,6623145.515,6470193.672,6667484.542,6510634.81,Harlow,Essex,South East,EPN
,E01021867,10328173.09,9126513.875,9525205.188,8906316.608,8699904.205,8881343.545,8754010.546,Harlow,Essex,South East,EPN
,E01021868,10551202.27,9828860.443,10232472.97,9526597.819,9449030.082,9640291.34,9370715.813,Harlow,Essex,South East,EPN
,E01021869,8607228.604,7982704.703,8349716.133,7765752.987,7626724.456,7788103.484,7636287.608,Harlow,Essex,South East,EPN
,E01021870,8395714.542,7766818.614,8094944.361,7583672.621,7463916.872,7602943.754,7472646.313,Harlow,Essex,South East,EPN
,E01021871,9814581.763,9042044.917,9399483.47,8883708.489,8726156.213,8894218.38,8761871.445,Harlow,Essex,South East,EPN
,E01021872,27739143.89,24459988.14,25227608.52,24154576.94,23933547.11,24725967.91,23864117.55,Harlow,Essex,South East,EPN
,E01021873,10140030.91,9464262.685,9912833.671,9188942.716,9019203.785,9279170.633,9025287.232,Maldon,Essex,South East,EPN
,E01021874,10921737.72,10007923.96,10479979.96,9740700.674,9560024.886,9818088.273,9571350.083,Maldon,Essex,South East,EPN
,E01021875,17212416.84,15900253.59,16668285.79,15414918.17,15115526.28,15424175.08,15125223.72,Maldon,Essex,South East,EPN
,E01021878,8669267.565,8056989.564,8445310.804,7832563.735,7686868.709,7940311.563,7697346.051,Maldon,Essex,South East,EPN
,E01021879,8684523.154,8067403.045,8433682.292,7851614.295,7722435.895,7935849.275,7725688.574,Maldon,Essex,South East,EPN
,E01021880,15220223.05,13810184.76,14389825.92,13501715.44,13292437.38,13607752.72,13306264.19,Maldon,Essex,South East,EPN
,E01021881,7539523.175,7007744.363,7331557.494,6848306.432,6714196.911,6935943.851,6741798.458,Maldon,Essex,South East,EPN
,E01021882,19312020.32,18013474.44,18758564.01,17444627,17238118.86,17467114.92,17136125.72,Maldon,Essex,South East,EPN
,E01021883,14100084.07,13230373.41,13766441.78,12795073.96,12664514.29,12848372.95,12567156.47,Maldon,Essex,South East,EPN
,E01021884,7480081.256,6961709.999,7281852.848,6771757.164,6652019.486,6830607.287,6658661.712,Maldon,Essex,South East,EPN
,E01021885,7429064.035,6807310.282,7154436.923,6595700.663,6463173.738,6686915.985,6470421.126,Maldon,Essex,South East,EPN
,E01021886,10555825.45,9827735.62,10334390.26,9540995.599,9353722.17,9782317.623,9351789.806,Maldon,Essex,South East,EPN
,E01021887,11775935.79,10971087.25,11524690.48,10626142.18,10418766.45,10785962.84,10425011.03,Maldon,Essex,South East,EPN
,E01021888,16408525.06,15354723.86,15864200.78,15096111.5,14945139.35,15276771.17,14934403.11,Maldon,Essex,South East,EPN
,E01021889,16373732.8,15127354.41,15749115.73,14820290.68,14578668.41,14924230.56,14594668.87,Maldon,Essex,South East,EPN
,E01021890,29079544.15,25418715.85,26207006.36,25033577.92,24751695.65,25286016.26,24762051.95,Maldon,Essex,South East,EPN
,E01021891,12137832.24,11277801.92,11809053.14,10953169.63,10750269.8,11027202.82,10757851.41,Maldon,Essex,South East,EPN
,E01021892,7173116.388,6630630.372,6910124.526,6479448.028,6383346.076,6523564.813,6389788.948,Maldon,Essex,South East,EPN
,E01021893,7513515.776,7044018.049,7376294.906,6833069.074,6704395.298,6915841.548,6710026.434,Maldon,Essex,South East,EPN
,E01021894,6461576.241,5988539.369,6258698.057,5833563.638,5743156.822,5902637.297,5744137.973,Maldon,Essex,South East,EPN
,E01021895,6095448.367,5655198.352,5938054.707,5482922.025,5381116.491,5553286.97,5383249.82,Maldon,Essex,South East,EPN
,E01021896,20628296.12,19726440.92,20337631.44,19014982.75,19097160.85,19622386.39,18643518.67,Maldon,Essex,South East,EPN
,E01021897,5988163.912,5579816.179,5849989.698,5411903.853,5310602.652,5476554.416,5314050.764,Maldon,Essex,South East,EPN
,E01021898,7588379.907,7064808.282,7394313.283,6864417.885,6746147.866,6951166.893,6748495.107,Maldon,Essex,South East,EPN
,E01021899,8372367.21,7822904.526,8180087.69,7609138.187,7477066.158,7703059.693,7483097.717,Maldon,Essex,South East,EPN
,E01021900,8536364.743,7866905.14,8231204.997,7661091.777,7528753.827,7747070.035,7538996.328,Maldon,Essex,South East,EPN
,E01021901,19242950.68,17741909.08,18520921.72,17203095.58,16910214.58,17290360.07,16853964.99,Maldon,Essex,South East,EPN
,E01021902,16586273.97,14925859.46,15588460.77,14529780.55,14255965.58,14504648.22,14279745.57,Maldon,Essex,South East,EPN
,E01021903,13186805.19,12248106.92,12784491.4,11882119.49,11713216.45,11926222.96,11676076.07,Maldon,Essex,South East,EPN
,E01021904,12010211.66,11125504.46,11678156.23,10804074.66,10571762.27,10869407.11,10601654.37,Maldon,Essex,South East,EPN
,E01021905,8339704.272,7731520.517,8075828.34,7539923.826,7418964.447,7646014.257,7416479.782,Maldon,Essex,South East,EPN
,E01021906,12546093.71,11462811.39,11972510.9,11179489.46,10974862.51,11227139.64,10995768.19,Maldon,Essex,South East,EPN
,E01021907,20716360.92,18311066.17,19160541.1,17768395.23,17463859.88,17802381.93,17453766.55,Maldon,Essex,South East,EPN
,E01021908,17461152.71,15497890.74,16202273.99,15108524.27,14798168.89,15054772.88,14858840.83,Maldon,Essex,South East,EPN
,E01021909,13082259.4,11407890.26,11891105.32,11094474.61,10925285.54,11114815.32,10905855.37,Maldon,Essex,South East,EPN
,E01021910,14182810.17,13236671.03,13787676.74,12825859.46,12677741.04,12849685,12606605.42,Maldon,Essex,South East,EPN
,E01021911,8850553.194,8177937.397,8581492.1,7929300.533,7769384.284,7949470.121,7780044.672,Maldon,Essex,South East,EPN
,E01021912,20152415.88,18866188.35,19683658.06,18260637.35,18007503.31,18337219.8,17926640.21,Maldon,Essex,South East,EPN
,E01021913,19763420.95,18491360.46,19126228.23,17962203.3,17811753.91,18098191.6,17652968.15,Maldon,Essex,South East,EPN
,E01021914,13425486.69,12478407.43,13097986.27,12104163.49,11848989.89,12225558.78,11878317.6,Rochford,Essex,South East,EPN
,E01021915,15291513.97,14407737.39,14907270.93,13977068.88,13937424.64,14175239.47,13762061.96,Rochford,Essex,South East,EPN
,E01021916,6735301.775,6226288.746,6553546.804,6047748.528,5930610.842,6157411.584,5938119.191,Rochford,Essex,South East,EPN
,E01021917,12239424.31,11414943.64,11925451.36,11107347.23,10916745.55,11209112.92,10916899.18,Rochford,Essex,South East,EPN
,E01021918,10387425.93,9695636.416,10150077.58,9413020.59,9235237.379,9641551.344,9218073.76,Rochford,Essex,South East,EPN
,E01021919,8220083.856,7706691.528,8053571.677,7465768.939,7349832.553,7580117.874,7323905.604,Rochford,Essex,South East,EPN
,E01021920,15058669.68,13780952.66,14429269.41,13425732.13,13144458.28,13534212.58,13189132,Rochford,Essex,South East,EPN
,E01021921,9608180.452,8904328.972,9291646.223,8708024.658,8580840.409,8822164.235,8589132.448,Rochford,Essex,South East,EPN
,E01021922,9235949.67,8568413.108,8947368.294,8366092.394,8238074.327,8473636.858,8246289.472,Rochford,Essex,South East,EPN
,E01021923,7280748.81,6786679.198,7112498.687,6588687.889,6472087.186,6683916.057,6472457.93,Rochford,Essex,South East,EPN
,E01021924,11337162.83,10628500.25,11090508.6,10388404.66,10181416.16,10502058.65,10214776.27,Rochford,Essex,South East,EPN
,E01021925,10294966.36,9585378.264,10041327.88,9283844.08,9136739.917,9433084.2,9109606.039,Rochford,Essex,South East,EPN
,E01021926,11140995.63,10407483.31,10893547.68,10108150.88,9924922.16,10232802.05,9930251.606,Rochford,Essex,South East,EPN
,E01021927,6886279.807,6415782.184,6739476.929,6217559.047,6092511.832,6309784.722,6099829.343,Rochford,Essex,South East,EPN
,E01021928,8783409.267,8213917.714,8581256.656,7993851.267,7847707.4,8079137.641,7856193.92,Rochford,Essex,South East,EPN
,E01021929,8315325.492,7786883.752,8153157.732,7540413.636,7414812.553,7654314.39,7402083.909,Rochford,Essex,South East,EPN
,E01021930,8837638.277,8125847.545,8466026.314,7939898.682,7822128.652,8010063.55,7828167.073,Rochford,Essex,South East,EPN
,E01021931,9023380.95,8431558.59,8809681.354,8205031.304,8060497.841,8283657.653,8068822.759,Rochford,Essex,South East,EPN
,E01021932,8446656.633,7859328.63,8225986.98,7641925.903,7511278.947,7739907.044,7515057.233,Rochford,Essex,South East,EPN
,E01021933,9746755.723,9116983.406,9553149.157,8838636.709,8672110.139,8949872.013,8674377.724,Rochford,Essex,South East,EPN
,E01021934,7723439.368,7201665.137,7550457.474,6996713.186,6865628.893,7090745.06,6875275.077,Rochford,Essex,South East,EPN
,E01021935,7361544.615,6879650.384,7201219.89,6684422.125,6563143.694,6772468.78,6569485.293,Rochford,Essex,South East,EPN
,E01021936,13190112.32,11891636.58,12453488.5,11565594.98,11341284.32,11696301.33,11354890.51,Rochford,Essex,South East,EPN
,E01021937,10019511.67,9246972.326,9680716.264,8992606.015,8839928.927,9131085.425,8838732.564,Rochford,Essex,South East,EPN
,E01021938,8959821.19,8370104.814,8767745.195,8121937.723,7975454.092,8235557.623,7975220.559,Rochford,Essex,South East,EPN
,E01021939,9066277.865,8455635.539,8865466.642,8197568.724,8040899.933,8279278.374,8047265.108,Rochford,Essex,South East,EPN
,E01021940,13061023.6,12242980.05,12782769.12,11977558.72,11659853.61,11947220.12,11785972.78,Rochford,Essex,South East,EPN
,E01021941,12465097.42,11575187.85,12228574.7,11172455.68,10922971.82,11426625.56,10935355.69,Rochford,Essex,South East,EPN
,E01021942,11734629.7,10906550.99,11394639.36,10616558.21,10418766.47,10622780.82,10433385.78,Rochford,Essex,South East,EPN
,E01021943,9504374.977,8842816.228,9287433.521,8578974.085,8409892.39,8710051.264,8420565.82,Rochford,Essex,South East,EPN
,E01021944,8747367.727,8153448.608,8547657.353,7915804.911,7762851.167,8010012.793,7775392.68,Rochford,Essex,South East,EPN
,E01021945,10859953.09,10177578.43,10685635.93,9887698.855,9659085.987,10192936.41,9660333.26,Rochford,Essex,South East,EPN
,E01021946,8165879.034,7622251.927,8008445.848,7375823.486,7230275.664,7487908.465,7231568.286,Rochford,Essex,South East,EPN
,E01021947,6512057.868,6079902.49,6372832.397,5897007.015,5789762.372,5983523.873,5790933.772,Rochford,Essex,South East,EPN
,E01021948,6693363.997,6236922.413,6529303.714,6058558.215,5952304.162,6135167.863,5955114.689,Rochford,Essex,South East,EPN
,E01021949,8380150.35,7813966.621,8192780.872,7584865.057,7438741.469,7688975.65,7446433.296,Rochford,Essex,South East,EPN
,E01021950,8051241.67,7496959.658,7846065.92,7292786.655,7165188.74,7385967.699,7172855.184,Rochford,Essex,South East,EPN
,E01021951,6598339.464,6147674.168,6447377.07,5965513.825,5854961.098,6046021.417,5859350.501,Rochford,Essex,South East,EPN
,E01021952,8675526.861,8094110.347,8459097.126,7873460.974,7729772.862,7957405.39,7738989.651,Rochford,Essex,South East,EPN
,E01021953,7390978.464,6751375.297,7009629.593,6662829.76,6605371.672,6783869.234,6607219.788,Rochford,Essex,South East,EPN
,E01021954,14674064.51,13522362.02,14135300.59,13132350.13,12913545.64,13258026.18,12900727.34,Rochford,Essex,South East,EPN
,E01021955,19719238.98,17558760.28,18176464.96,17226611.95,16995694.37,17306692.37,16954750.76,Rochford,Essex,South East,EPN
,E01021956,11640019.56,10748868.28,11212845.77,10453778.09,10325698.09,10665142.32,10271952.92,Rochford,Essex,South East,EPN
,E01021957,9583690.988,8897600.87,9302748.032,8669185.35,8525741.604,8762423.759,8534378.344,Rochford,Essex,South East,EPN
,E01021958,6231634.502,5832425.881,6096423.663,5668239.122,5569344.775,5735659.597,5572867.209,Rochford,Essex,South East,EPN
,E01021959,8123338.997,7565874.488,7935886.002,7327705.218,7205489.154,7441880.068,7194165.507,Rochford,Essex,South East,EPN
,E01021960,11841791.66,11043160.73,11605632.96,10659919.57,10465772.21,10866227.59,10438834.37,Rochford,Essex,South East,EPN
,E01021961,9289813.684,8697262.875,9100226.08,8424812.931,8291498.41,8564844.215,8265369.673,Rochford,Essex,South East,EPN
,E01021962,11433747.12,10181225,10575828.37,9931237.861,9829980.12,10100587.94,9774970.171,Rochford,Essex,South East,EPN
,E01021963,7558948.472,7047702.629,7396298.962,6835477.584,6697497.758,6931330.893,6708322.141,Rochford,Essex,South East,EPN
,E01021964,10595417.74,9843411.786,10294773.5,9565285.859,9389461.503,9663217.575,9396200.57,Rochford,Essex,South East,EPN
,E01021965,18442002,17037166.25,17876366.24,16553019.4,16245042.18,16908753.39,16201874.75,Rochford,Essex,South East,EPN
,E01021966,15297974.73,14152542.32,14740914.55,13757342.92,13632815.14,14027049.26,13528977.97,Rochford,Essex,South East,EPN
,E01021967,15350115.34,14317252.79,14975158.1,13921606.21,13672002.23,14043463.44,13686490.98,Tendring,Essex,South East,EPN
,E01021968,12442304.38,11514648.05,12025021.09,11246059.71,11093425.25,11473245.5,11075955.01,Tendring,Essex,South East,EPN
,E01021969,8331094.579,7721766.198,8060834.464,7528509.172,7420282.42,7637379.571,7413898.413,Tendring,Essex,South East,EPN
,E01021970,13602673.22,12515165.13,12952321.7,12327481.92,12201898.22,12455348.76,12213784.64,Tendring,Essex,South East,EPN
,E01021971,14473158.78,13348365.28,13998600.99,12980942.65,12755076.53,13171187.33,12741908.33,Tendring,Essex,South East,EPN
,E01021972,13046568.44,12110924.27,12625714.78,11768025.89,11586860.19,11777688.6,11571449.17,Tendring,Essex,South East,EPN
,E01021973,10341069.03,9605717.661,10103093.19,9298360.782,9105138.776,9370764.505,9117249.402,Tendring,Essex,South East,EPN
,E01021974,18374467.33,16683952.12,17578482.22,16268732.09,15953447.96,16564871.08,15967285.46,Tendring,Essex,South East,EPN
,E01021975,8990221.453,8338420.806,8726847.825,8122859.107,7967674.034,8211418.504,7987484.982,Tendring,Essex,South East,EPN
,E01021976,8196324.75,7642787.932,8000246.546,7439742.929,7296319.604,7522145.227,7316067.843,Tendring,Essex,South East,EPN
,E01021977,15845588.22,14769289.09,15460832.5,14351377.65,14075777.02,14472477.28,14097332.48,Tendring,Essex,South East,EPN
,E01021978,24054541.7,22179577.68,23215694.17,21540508.89,21115218.91,21520426.76,21156487.92,Tendring,Essex,South East,EPN
,E01021979,9790896.035,9038352.561,9474351.314,8802117.552,8637472.286,8933834.022,8640179.533,Tendring,Essex,South East,EPN
,E01021980,13982288.72,13123808.97,13636017.12,12752232.38,12585763.46,12862606.16,12513215.39,Tendring,Essex,South East,EPN
,E01021981,13878324.48,12906728.46,13513499.32,12555914.35,12350300.99,12738506.67,12345031.16,Tendring,Essex,South East,EPN
,E01021982,17346896.67,16120847.75,16736675.58,15796215,15525523.73,15869756.32,15559131.58,Tendring,Essex,South East,EPN
,E01021983,10791673.19,10062084.2,10516111.48,9796966.754,9608214.287,9936374.766,9614915.683,Tendring,Essex,South East,EPN
,E01021984,17673324.55,16220019.68,16940867.52,15853323.32,15517632.56,15995221.3,15580429.04,Tendring,Essex,South East,EPN
,E01021985,11606374.27,10800513.75,11321996.08,10484950.16,10291630.03,10619025.19,10297994.95,Tendring,Essex,South East,EPN
,E01021986,16836451.52,15478086.6,16169421.2,15079999.19,14823226.94,15196580.6,14838295.16,Tendring,Essex,South East,EPN
,E01021987,10141904.76,9453658.587,9909713.78,9175826.721,9005260.9,9290989.928,9012663.858,Tendring,Essex,South East,EPN
,E01021988,30955355.56,27903197.63,29040398.32,27416064.5,27064863.5,27618388.36,27095903.48,Tendring,Essex,South East,EPN
,E01021989,11123313.81,10429492.69,10887834.68,10131109.55,9992268.554,10266594.96,9960306.795,Tendring,Essex,South East,EPN
