Existing buildings total heat demand (kWh_th),,,,,,,,,,,,
Notes:,Figures are for total heat demand in kWh_th of all buildings existing in 2020 in each LSOA. New builds and other changes to non-domestic footprint over time are excluded here to isolate the effect the energy efficiency,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,variable,Heat demand_kWh,Heat demand_kWh,Heat demand_kWh,Heat demand_kWh,Heat demand_kWh,Heat demand_kWh,Heat demand_kWh,,,,
,E01021623,6291198.866,5831631.003,6104411.687,5670442.85,5574152.859,5739806.089,5576688.026,Chelmsford,Essex,South East,EPN
,E01021624,6861413.227,6385757.554,6691620.478,6200071.128,6088975.318,6285376.069,6092047.455,Chelmsford,Essex,South East,EPN
,E01021625,7955617.149,7420784.903,7773976.221,7200859.541,7070481.473,7288212.225,7070732.404,Chelmsford,Essex,South East,EPN
,E01021626,8007331.288,7418399.772,7784710.305,7201715.518,7066542.863,7325008.576,7070616.413,Chelmsford,Essex,South East,EPN
,E01021627,6789735.114,6309908.538,6584486.82,6153059.964,6055296.763,6218350.825,6060103.718,Chelmsford,Essex,South East,EPN
,E01021628,9993940.115,9267541.428,9699592.621,9013411.804,8863920.548,9113815.641,8866201.163,Chelmsford,Essex,South East,EPN
,E01021629,8516177.259,7827804.635,8186891.485,7644116.218,7531315.362,7757990.103,7536218.482,Chelmsford,Essex,South East,EPN
,E01021631,4807617.454,4425570.881,4593470.769,4352546.822,4306516.499,4407903.726,4309237.151,Chelmsford,Essex,South East,EPN
,E01021632,12482637.53,11756190.32,12297350.16,11382514.61,11172956.61,11743048.14,11106036.65,Chelmsford,Essex,South East,EPN
,E01021633,17605297.17,16478361.86,17243888.66,16032229.17,15723947.07,16364313.51,15674691.54,Chelmsford,Essex,South East,EPN
,E01021634,17266041.06,15406789.33,16021714.63,15031426.79,14702234.99,15112671.89,14727457.64,Chelmsford,Essex,South East,EPN
,E01021635,12537632.98,11710812.17,12235158.25,11369012.55,11154921.89,11633355.41,11113139.25,Chelmsford,Essex,South East,EPN
,E01021636,9624589.549,8972597.908,9322142.854,8751340.906,8656129.845,9002010.549,8591600.945,Chelmsford,Essex,South East,EPN
,E01021637,12858163.12,12009814.94,12662923.03,11695295.85,11353536.36,12302526.3,11359411.11,Colchester,Essex,South East,EPN
,E01021638,9701750.962,8929381.163,9330074.788,8716377.628,8588335.035,8835256.785,8588021.999,Colchester,Essex,South East,EPN
,E01021639,18977441.56,17690178,18565296.31,17249722,16838957.48,17883733.57,16842965.39,Colchester,Essex,South East,EPN
,E01021640,12675969.74,11843825.71,12489262.44,11523434.33,11177950.11,12107209.74,11185346.11,Colchester,Essex,South East,EPN
,E01021641,8006019.561,7384965.687,7737789.393,7189471.293,7065003.694,7282416.829,7069839.859,Colchester,Essex,South East,EPN
,E01021642,14333587.4,13002646.79,13681634.6,12617208.74,12454553.08,12930325.56,12387078.47,Colchester,Essex,South East,EPN
,E01021643,20874753.98,19316482.7,20269155.99,18726776.58,18358699.66,19004866.79,18329493.34,Colchester,Essex,South East,EPN
,E01021644,15371065.45,14084448.52,14767806.36,13623319.35,13391413.34,13628623.27,13360273.19,Colchester,Essex,South East,EPN
,E01021645,13504162.91,12534419,13243689.44,12163978.45,11910170.24,12511545.45,11891942.37,Colchester,Essex,South East,EPN
,E01021646,17794547.96,16130234.36,16749822.51,15781591.97,15607627.02,15963869.83,15567609.4,Colchester,Essex,South East,EPN
,E01021647,16044053.07,14679962.47,15318833.39,14250247.9,14066048.89,14453160.88,14003768.81,Colchester,Essex,South East,EPN
,E01021648,21416758.91,18954765.76,19775198.79,18578217.6,18265179.8,18814205.52,18304440.9,Colchester,Essex,South East,EPN
,E01021649,20490410.14,16248759.69,16804504.9,15954154.19,15789704.04,16171536.23,15697150.4,Colchester,Essex,South East,EPN
,E01021650,15663289.5,14214204.67,14746428.46,13968593.46,13807012.73,14102619.64,13799397.75,Colchester,Essex,South East,EPN
,E01021651,16717524.96,15502926.31,16167482.6,15111071.1,14881837.13,15231554.48,14878071.53,Colchester,Essex,South East,EPN
,E01021652,14077732.07,13133099.3,13630832.69,12739623.71,12613276.88,12907069.05,12487938.55,Colchester,Essex,South East,EPN
,E01021653,6898071.089,6419558.552,6737944.678,6229241.239,6112959.792,6331000.569,6115469.483,Colchester,Essex,South East,EPN
,E01021654,24510631.84,22837773.83,23890189.11,22159195.83,21753798.39,22306421.64,21754367.38,Colchester,Essex,South East,EPN
,E01021655,25967708.52,23608901.88,24241239.31,22836454.77,22994057.82,23281799.19,22487645.89,Colchester,Essex,South East,EPN
,E01021656,16317764.56,15094741.79,15756857.59,14699711.64,14452610.96,14752358.82,14461476.77,Colchester,Essex,South East,EPN
,E01021657,12395081.91,11538100.13,12050943.91,11239161.93,11050043.76,11339871.84,11062283.51,Colchester,Essex,South East,EPN
,E01021658,6866474.12,6378876.124,6665916.542,6210480.854,6105103.722,6240650.292,6111171.624,Colchester,Essex,South East,EPN
,E01021659,17892677.38,15959518.12,16860648.98,15454155.66,15140573.1,15710294.81,15133551.78,Colchester,Essex,South East,EPN
,E01021660,17419157.6,16232279.49,16804107.88,15719655.6,15634490.92,15838677.38,15457616.52,Colchester,Essex,South East,EPN
,E01021661,14293978.22,13175127.99,13832249.96,12753316.43,12482877.42,12708296.71,12498618.21,Colchester,Essex,South East,EPN
,E01021662,13843541.77,12833046.71,13377335.53,12434648.4,12268674.55,12433129.09,12215525.08,Colchester,Essex,South East,EPN
,E01021663,10935078.77,9749494.637,10136446.28,9526409.088,9354655.922,9479924.898,9384585.792,Colchester,Essex,South East,EPN
,E01021664,16917492.04,15101555.31,15719695.09,14796215.66,14556917.46,14943624.29,14586537.61,Colchester,Essex,South East,EPN
,E01021665,13511649.84,11924548.75,12765213.16,11667650.56,11512381.81,12299397.64,11517105.4,Colchester,Essex,South East,EPN
,E01021666,10078056.5,8978981.124,9369271.572,8765270.142,8626135.879,8860252.32,8631479.923,Colchester,Essex,South East,EPN
,E01021667,9012555.328,8379602.725,8697680.813,8230059.883,8092166.645,8279472.163,8125076.537,Colchester,Essex,South East,EPN
,E01021668,12470556.78,11637370.29,12076051.84,11400423.03,11245750.97,11448287.68,11258680.66,Colchester,Essex,South East,EPN
,E01021669,9081873.198,8412096.85,8720797.555,8265177.766,8169091.717,8328684.682,8177265.423,Colchester,Essex,South East,EPN
,E01021670,7425965.001,6855289.211,7166782.547,6687476.92,6583762.52,6774386.191,6588636.936,Colchester,Essex,South East,EPN
,E01021671,7715797.88,7214370.579,7541596.803,7011851.578,6886425.351,7088301.196,6892846.945,Colchester,Essex,South East,EPN
,E01021673,9218973.769,8622667.497,9010406.296,8376635.954,8229033.703,8481587.591,8220544.147,Colchester,Essex,South East,EPN
,E01021674,8699109.14,8099095.972,8453953.982,7868160.002,7807794.198,8059121.944,7743388.816,Colchester,Essex,South East,EPN
,E01021675,13632956.79,12811538.94,13380827.55,12481833.43,12191929.53,12784761.92,12186482.47,Colchester,Essex,South East,EPN
,E01021676,11317897.99,10546468.89,11036582.59,10251495.25,10064482.59,10373037.91,10068302.77,Colchester,Essex,South East,EPN
,E01021677,7392875.707,6891834.576,7230021.562,6682036.837,6556250.257,6774439.199,6558515.388,Colchester,Essex,South East,EPN
,E01021678,15047537.64,13972495.33,14672509.82,13650409.58,13410936.68,13981872.78,13413997.3,Colchester,Essex,South East,EPN
,E01021679,17283169.97,16061758.67,16742773.31,15645626.31,15385285.77,15786266.97,15397701.72,Colchester,Essex,South East,EPN
,E01021680,23815816.46,22084259.14,23120508.27,21460674.8,21077877.42,21644057.47,21090162.36,Colchester,Essex,South East,EPN
,E01021681,19890863.07,18443697.93,19315515.84,17952757.34,17646829.97,18228026.16,17662517.52,Colchester,Essex,South East,EPN
,E01021682,27044738.13,25069255.39,26210106.25,24403228.97,23991907.84,24575254.99,24003840.59,Colchester,Essex,South East,EPN
,E01021683,18214983.21,16512391.46,17129061.73,16306094.06,16512391.46,17129061.73,16306094.06,Colchester,Essex,South East,EPN
,E01021684,8788870.542,8147990.26,8496212.702,7962390.953,7832996.317,8023996.544,7847070.371,Colchester,Essex,South East,EPN
,E01021685,20089439.5,17296138.28,17990235.55,17041387.14,16826149.18,17377057.5,16828186.54,Colchester,Essex,South East,EPN
,E01021686,15889866.99,14457358.94,14962661.76,14260205.56,14139001.73,14423482.93,14138303.78,Colchester,Essex,South East,EPN
,E01021687,5818631.003,5363803.362,5580187.633,5258577.446,5186010.218,5311673.472,5192848.097,Colchester,Essex,South East,EPN
,E01021688,8889335.048,8239469.458,8595604.927,8034156.32,7909747.076,8098536.678,7913498.053,Colchester,Essex,South East,EPN
,E01021689,11431711,10699788.21,11179846,10428447.31,10198822.46,10607167.65,10205887.3,Colchester,Essex,South East,EPN
,E01021690,7763386.827,7232700.053,7607996.429,7070722.664,6906429.687,7211551.257,6950382.963,Colchester,Essex,South East,EPN
,E01021691,8913586.329,8314761.636,8696950.086,8083106.294,7946601.077,8183425.258,7947546.423,Colchester,Essex,South East,EPN
,E01021692,10140388.36,9482225.267,9934625.874,9212930.207,9063625.604,9413327.403,9033298.429,Colchester,Essex,South East,EPN
,E01021693,10811367.36,10082989.94,10577030.89,9760970.359,9614750.511,9965576.261,9577870.654,Colchester,Essex,South East,EPN
,E01021694,23155103.75,20888933.75,21794857.36,20335079.25,19969553.25,20375754.61,19979469.49,Colchester,Essex,South East,EPN
,E01021695,10134193.33,9428254.105,9864308.843,9147889.572,8988017.521,9199455.467,8982208.67,Colchester,Essex,South East,EPN
,E01021696,8693732.258,7942099.36,8213436.319,7842994.332,7786584.384,7962861.887,7772521.853,Colchester,Essex,South East,EPN
,E01021697,9462808.125,8696659.337,9033465.582,8555217.79,8444376.233,8674364.559,8448956.064,Colchester,Essex,South East,EPN
,E01021698,10512671.5,9843498.63,10157432.97,9580414.626,9562614.216,9745959.464,9404375.682,Colchester,Essex,South East,EPN
,E01021699,7746069.1,7068401.37,7319310.601,6976301.875,6915301.021,7067408.35,6918480.347,Colchester,Essex,South East,EPN
,E01021700,6451015.272,5822148.475,6031688.227,5770780.542,5741921.529,5885363.751,5741346.01,Colchester,Essex,South East,EPN
,E01021702,7463722.795,6949357.66,7260092.336,6764003.158,6655520.667,6844079.752,6657154.714,Colchester,Essex,South East,EPN
,E01021703,5770168.657,5256519.027,5462152.921,5181075.287,5137810.444,5271124.88,5137798.463,Colchester,Essex,South East,EPN
,E01021704,8187620.251,7567616.385,7903123.962,7399743.292,7285856.275,7498782.733,7296195.627,Colchester,Essex,South East,EPN
,E01021705,10435132.86,9715778.125,10199461.12,9425321.451,9236461.329,9574344.401,9246298.204,Colchester,Essex,South East,EPN
,E01021706,8918751.356,8223448.61,8530929.289,8057674.47,7964031.428,8131487.369,7954572.175,Colchester,Essex,South East,EPN
,E01021707,7938859.315,7400226.487,7728656.625,7209845.066,7091163.926,7290148.642,7097624.52,Colchester,Essex,South East,EPN
,E01021708,7849566.888,7331746.488,7674228.691,7119865.885,6988807.267,7203728.075,6995732.182,Colchester,Essex,South East,EPN
,E01021709,8815094.803,8204393.518,8610286.426,7952934.936,7803681.85,8065129.769,7803507.244,Colchester,Essex,South East,EPN
,E01021710,14055836.79,13087094.71,13791925.8,12710723.01,12453638.8,13063340.07,12454762.37,Colchester,Essex,South East,EPN
,E01021711,6928553.52,6352927.309,6622519.808,6226000.606,6147999.631,6309609.465,6150359.717,Colchester,Essex,South East,EPN
,E01021713,6102396.36,5592909.062,5860213.283,5460682.107,5378659.934,5550786.518,5382213.678,Colchester,Essex,South East,EPN
,E01021714,9984618.265,9208763.388,9575020.701,9012842.534,8887401.179,9075437.301,8895232.857,Colchester,Essex,South East,EPN
,E01021715,8853299.625,8277141.405,8625534.11,8066687.237,7957713.638,8201541.522,7942675.991,Colchester,Essex,South East,EPN
,E01021717,18466203.14,17034443.37,17826312.18,16618332.04,16321237.99,16846437.96,16339148.85,Colchester,Essex,South East,EPN
,E01021718,12626525.27,11878007.27,12313993.5,11457627.06,11459815.64,11749108.88,11270767.19,Colchester,Essex,South East,EPN
,E01021719,10050058.03,9312899.15,9788733.315,9027793.112,8844695.944,9136021.613,8855098.942,Colchester,Essex,South East,EPN
,E01021720,9408650.076,8753948.078,9106077.27,8537583.367,8439030.387,8646139.865,8405387.496,Colchester,Essex,South East,EPN
,E01021721,13352337.58,12209558.38,12807313.02,11818523.33,11611003.11,12006810.84,11577437.81,Colchester,Essex,South East,EPN
,E01021722,12779248.22,11833222.6,12443973.96,11470331.23,11237875.38,11600207.54,11253414.9,Colchester,Essex,South East,EPN
,E01021723,14556040.79,13443243.96,14120887.72,13048249.61,12790325.03,13230522.64,12800625.61,Colchester,Essex,South East,EPN
,E01021724,10757320.45,10057871.29,10511405.77,9783501.809,9606735.148,9858274.252,9619038.681,Colchester,Essex,South East,EPN
,E01021725,12916015.81,12107563.22,12632205.42,11817754.44,11552444.06,11809987.77,11627181.07,Colchester,Essex,South East,EPN
,E01021726,10238581.94,9467544.393,9873472.623,9253725.631,9116331.769,9338157.041,9125925.97,Colchester,Essex,South East,EPN
,E01021727,9508448.081,8855275.243,9283048.155,8602367.539,8449142.24,8712273.915,8452092.7,Colchester,Essex,South East,EPN
,E01021728,13134353.23,12273307.36,12823362,11871136.63,11697183.21,11982156.08,11646509.07,Colchester,Essex,South East,EPN
,E01021729,10180093.28,9436209.521,9914110.488,9146107.159,8971651.723,9244654.853,8977205.552,Colchester,Essex,South East,EPN
,E01021730,16265690.18,15021149.33,15777638.79,14670819.04,14384450.41,14957539.08,14408199.96,Colchester,Essex,South East,EPN
,E01021731,14944628.06,13891214.71,14536707.83,13483232.36,13247660.09,13595071.58,13233215.57,Colchester,Essex,South East,EPN
,E01021732,12459689.4,11641627.18,12105920.12,11323060.26,11193575.11,11410237.11,11140932.73,Colchester,Essex,South East,EPN
,E01021733,16208695.33,14977213.77,15697501.88,14513870.47,14226644.16,14564412.66,14221667.51,Colchester,Essex,South East,EPN
,E01021734,12731692.2,11827472.99,12373725.57,11486893.07,11288398.3,11584988.06,11278770.18,Colchester,Essex,South East,EPN
,E01021735,17860901.23,16460566.69,17214250.54,16037624.9,15690598.13,16092032.02,15738192.9,Colchester,Essex,South East,EPN
,E01021736,9822137.464,9081944.015,9455886.496,8868854.39,8710326.277,8982006.879,8702974.41,Colchester,Essex,South East,EPN
,E01021737,6840409.736,6340369.416,6642393,6165912.664,6057763.14,6242563.27,6063401.663,Colchester,Essex,South East,EPN
,E01021738,15891053.11,14714411.31,15427476.21,14299895.19,14041876.16,14488782.24,14054580.27,Colchester,Essex,South East,EPN
,E01021739,9431692.041,8757967.222,9204712.589,8489411.149,8321506.528,8608991.661,8330642.9,Colchester,Essex,South East,EPN
,E01021740,10010671.94,9276443.503,9725729.501,9016811.423,8858143.55,9136327.543,8864629.107,Colchester,Essex,South East,EPN
,E01021741,20574230.65,19103625.59,20032411.79,18522127.5,18154143.88,18513131.19,18174955.45,Epping Forest,Essex,South East,EPN
,E01021742,6666717.749,6190615.902,6475064.875,6024640.468,5925319.26,6098508.627,5927160.439,Epping Forest,Essex,South East,LPN
,E01021743,12875569.46,12002559.7,12547613.08,11706018.4,11478518.76,11889401.05,11492493.39,Epping Forest,Essex,South East,LPN
,E01021744,8666047.38,8088342.551,8436582.757,7871023.206,7738755.128,7912073.421,7744201.843,Epping Forest,Essex,South East,LPN
,E01021745,13593679.11,12612028.14,13187494.95,12281854.85,12022740,12393351.56,12044247.29,Epping Forest,Essex,South East,LPN
,E01021746,15578810.41,14481915.21,15138012.98,14090375.79,13844133.38,14178381.25,13857198.46,Epping Forest,Essex,South East,LPN
,E01021747,9885406.645,9228794.523,9654593.834,8960875.551,8800493.881,9031012.706,8801586.006,Epping Forest,Essex,South East,LPN
,E01021748,11505360.02,10599007.21,11076021.53,10292277.67,10139645.64,10423921.52,10112401.76,Epping Forest,Essex,South East,LPN
,E01021749,16323027.09,15247855.62,15964424.05,14783869.13,14509566.22,15018241.93,14474777.61,Epping Forest,Essex,South East,LPN
,E01021750,16058767.61,15005726.6,15707964.78,14553033.16,14251304.03,14758946.43,14217105.69,Epping Forest,Essex,South East,LPN
,E01021751,10647405.43,9994544.667,10479436.9,9678797.077,9475577.994,9919602.041,9440272.986,Epping Forest,Essex,South East,LPN
,E01021752,10403966.31,9712741.598,10185505.17,9412280.692,9235612.575,9647314.5,9199071.511,Epping Forest,Essex,South East,LPN
,E01021753,11106404.79,10162044.63,10669650.2,9888079.105,9717665.884,10111735.54,9724009.123,Epping Forest,Essex,South East,EPN
,E01021754,8575051.108,7980310.69,8386426.201,7729698.877,7572315.505,7828867.834,7582311.185,Epping Forest,Essex,South East,EPN
,E01021755,8232238.605,7647912.566,8042852.951,7414542.314,7257532.17,7488861.478,7272916.706,Epping Forest,Essex,South East,EPN
,E01021756,8761269.378,8139435.974,8548593.123,7891716.437,7740474.055,8008651.399,7744260.622,Epping Forest,Essex,South East,EPN
,E01021757,16915599.97,15340732.1,16023656.28,14946858.27,14675117.92,15119598.3,14670236.96,Epping Forest,Essex,South East,EPN
,E01021758,12025279.68,10857186.74,11262211.58,10640353.76,10497906.99,10761098.2,10497099.39,Epping Forest,Essex,South East,EPN
,E01021759,8289250.909,7696816.5,8060782.162,7490526.344,7355700.179,7575604.28,7365287.389,Epping Forest,Essex,South East,EPN
,E01021760,9002003.552,8367332.63,8755956.586,8142299.59,8006772.574,8255158.828,8009641.771,Epping Forest,Essex,South East,EPN
,E01021761,14356438.32,13314557.05,13958080.15,12902041.87,12676191.14,13069739.79,12646564.38,Epping Forest,Essex,South East,EPN
,E01021762,9554684.684,8730250.272,9158378.143,8490887.889,8377331.154,8661022.567,8351789.312,Epping Forest,Essex,South East,EPN
,E01021763,13599198.08,12665867.4,13285156.7,12280280.75,12033945.42,12373188.64,12042630.71,Epping Forest,Essex,South East,EPN
,E01021764,10980428.12,10028658.74,10375550.23,9854507.358,9765888.324,10051526.71,9719745.8,Epping Forest,Essex,South East,LPN
,E01021765,15029212.23,14005470.33,14611269.82,13596939.07,13383360.95,13771237.99,13332035.07,Epping Forest,Essex,South East,LPN
,E01021766,10172946.27,9431751.715,9861026.308,9147524.037,8988601.286,9330458.328,8950119.885,Epping Forest,Essex,South East,LPN
,E01021767,17887820.75,16635596.82,17412746.26,16182952.83,15842510.04,16538004.09,15805451.27,Epping Forest,Essex,South East,LPN
,E01021768,21568319.44,19853781.92,20705523.44,19361600.32,18998096.5,19345171.19,19049511.43,Epping Forest,Essex,South East,EPN
,E01021769,29687981.55,26690663.21,28104661.68,26171741.22,25542167.08,26582387.69,25725961.3,Epping Forest,Essex,South East,EPN
,E01021770,32229438.3,30064986.28,31660490.08,29322825.05,28647464.28,30319927.43,28625762.45,Epping Forest,Essex,South East,EPN
,E01021771,14594759.63,13373208.18,14045717.9,13098068,12900092.95,13595000.99,12853794.76,Epping Forest,Essex,South East,LPN
,E01021772,7743037.566,7165438.094,7511687.044,6963522.033,6849198.124,7078834.094,6847785.941,Epping Forest,Essex,South East,LPN
,E01021773,9171156.417,8474817.263,8892740.84,8271292.832,8121648.836,8445838.614,8122736.515,Epping Forest,Essex,South East,LPN
,E01021774,7817206.898,7192411.469,7499795.897,7041074.686,6950539.862,7126786.266,6953035.446,Epping Forest,Essex,South East,LPN
,E01021775,7586950.482,6982717.36,7281985.981,6832588.98,6742776.635,6927762.963,6744272.84,Epping Forest,Essex,South East,LPN
,E01021776,12440744.43,11262044.67,11719976.35,11051955.08,10928497.5,11266679.64,10904773.75,Epping Forest,Essex,South East,LPN
,E01021777,6929668.177,6435697.925,6706515.556,6280847.286,6190014.437,6349677.425,6191092.183,Epping Forest,Essex,South East,LPN
,E01021778,7262286.487,6724373.488,7023905.612,6554849.693,6450906.228,6618186.477,6454986.133,Epping Forest,Essex,South East,LPN
,E01021779,8002900.085,7382371.125,7688009.955,7222093.905,7125540.287,7295174.464,7128545.133,Epping Forest,Essex,South East,LPN
,E01021780,7690685.472,7148991.884,7526576.564,6910973.047,6763896.083,7015480.22,6768344.517,Epping Forest,Essex,South East,LPN
,E01021781,11119284.09,10230241.73,10703225.78,9954081.031,9773730.877,10111159.92,9776715.732,Epping Forest,Essex,South East,LPN
,E01021782,8932366.722,8329606.572,8712299.467,8096688.827,7950391.032,8188793.523,7955033.958,Epping Forest,Essex,South East,LPN
,E01021783,8050993.864,7513278.605,7862637.584,7290766.78,7162163.596,7358172.78,7162335.113,Epping Forest,Essex,South East,LPN
,E01021784,7671594.327,7146809.71,7479009.392,6935707.472,6810173.486,6989545.233,6813385.752,Epping Forest,Essex,South East,LPN
,E01021785,8039854.981,7405945.455,7752519.993,7213966.417,7097891.797,7316927.26,7099145.436,Epping Forest,Essex,South East,LPN
,E01021786,8116790.402,7528327.589,7876718.998,7304683.725,7186224.329,7396478.107,7166766.67,Epping Forest,Essex,South East,LPN
,E01021787,9998096.885,9287292.602,9752556.788,9001686.326,8826426.609,9123981.788,8823811.421,Epping Forest,Essex,South East,LPN
,E01021788,10101119.97,9438946.909,9887313.123,9157365.276,8990975.71,9280153.049,8988814.917,Epping Forest,Essex,South East,LPN
,E01021789,9634464.409,9013207.598,9448515.953,8735741.826,8557270.231,8838054.796,8559648.929,Epping Forest,Essex,South East,LPN
,E01021790,12047484.76,11177749.57,11659177.76,10897071.78,10691869.92,11013411.13,10690583.99,Epping Forest,Essex,South East,LPN
,E01021791,6825972.108,6264932.124,6539381.373,6102230.989,6000970.702,6199842.323,5992153.926,Epping Forest,Essex,South East,LPN
,E01021792,8757705.45,8160117.048,8584848.569,7893127.25,7727419.799,7999119.038,7729848.474,Epping Forest,Essex,South East,EPN
,E01021793,10101386.96,9427218.046,9896989.466,9135628.886,8949950.939,9248689.829,8958199.35,Epping Forest,Essex,South East,EPN
,E01021794,6918759.048,6432493.785,6732540.97,6247687.745,6148265.21,6330393.289,6140522.416,Epping Forest,Essex,South East,EPN
,E01021795,16470327.2,15327505.78,16013582.26,14923435.58,14674202.87,14997703.63,14684394.9,Epping Forest,Essex,South East,EPN
,E01021796,40656231.44,37798985.21,39968034.45,36874173.42,35978552.62,38585937.31,35949870.96,Epping Forest,Essex,South East,EPN
,E01021797,7425540.618,6903722.665,7242055.899,6703469.173,6576812.298,6802234.718,6581938.17,Epping Forest,Essex,South East,EPN
,E01021798,8400336.665,7795985.33,8181940.809,7561100.983,7423298.044,7667551.461,7423912.4,Epping Forest,Essex,South East,EPN
,E01021799,11215854.68,10428014.98,10884709.33,10138635.03,10005154.23,10271655.24,9976369.784,Epping Forest,Essex,South East,EPN
,E01021800,63445979.36,59123407.27,62607500.08,57651736.58,56095663.54,60823124.19,56047171.53,Epping Forest,Essex,South East,EPN
,E01021801,16460338.61,15324526.27,16090463.07,14847422.53,14546825.85,14954335.63,14561662.43,Epping Forest,Essex,South East,EPN
,E01021802,15037641.66,13721085.94,14355721.94,13400369.23,13184170.79,13583216.13,13198923.5,Epping Forest,Essex,South East,EPN
,E01021803,17683841.8,16757270.32,17444033.15,16221512.31,16011094.75,16834359.73,15810070.41,Epping Forest,Essex,South East,EPN
,E01021804,25704998.53,24247638.79,25351722,23522064.67,23201968.1,24460834.62,22945713.53,Epping Forest,Essex,South East,EPN
,E01021805,20120850.5,18789541.35,19921879.6,18300621.36,17769303.12,19241333.91,17771095.83,Epping Forest,Essex,South East,EPN
,E01021806,24898094.82,23165778.53,24203976.06,22495608.38,22127797.67,22645213.97,22077911.83,Epping Forest,Essex,South East,EPN
,E01021807,7538986.341,7009103.651,7339771.19,6804051.376,6685169.848,6874508.829,6685784.506,Epping Forest,Essex,South East,EPN
,E01021808,7490647.809,6894466.933,7203386.955,6722614.365,6620510.445,6804026.02,6621566.918,Epping Forest,Essex,South East,EPN
,E01021809,7660875.687,7116566.628,7438901.646,6931007.807,6819862.046,7012872.229,6823168.182,Epping Forest,Essex,South East,EPN
,E01021810,9488336.054,8903028.775,9264808.469,8697884.218,8566036.021,8787047.424,8571398.149,Epping Forest,Essex,South East,EPN
,E01021811,8016127.582,7367772.326,7715275.453,7261334.484,7117363.078,7370997.256,7166185.976,Epping Forest,Essex,South East,EPN
,E01021812,11359272.96,10496351.73,10990398.84,10209847.23,10003474.18,10224775.4,10032318.94,Epping Forest,Essex,South East,EPN
,E01021813,8186979.268,7592309.762,7945358.146,7376800.063,7234795.058,7464153.063,7239850.65,Epping Forest,Essex,South East,EPN
,E01021814,9842469.609,9173735.088,9570845.203,8898369.774,8792295.704,9027430.496,8742281.798,Epping Forest,Essex,South East,EPN
,E01021815,7625757.59,7043767.799,7356779.314,6861258.236,6765681.913,6953507.319,6754541.242,Epping Forest,Essex,South East,EPN
,E01021816,8205686.654,7514005.421,7831107.927,7384405.47,7284091.385,7546357.074,7286601.755,Epping Forest,Essex,South East,EPN
,E01021817,16697159.7,15370939.13,16010307.63,15024662.04,14787160.22,15188763.18,14793032.71,Epping Forest,Essex,South East,EPN
,E01021818,17665165.33,15944021.66,16578936.31,15568808.9,15351327.39,15675203.44,15319948.5,Epping Forest,Essex,South East,EPN
,E01021819,9831649.032,9118728.479,9497579.85,8908202.597,8774018.611,8935333.987,8783382.545,Harlow,Essex,South East,EPN
,E01021820,9148390.984,8458350.999,8822149.944,8269117.675,8133361.762,8305866.464,8152306.203,Harlow,Essex,South East,EPN
,E01021821,14993193.32,14037011.93,14556218.52,13812626.71,13528371.91,13959308.13,13567542.83,Harlow,Essex,South East,EPN
,E01021822,9416766.517,8687873.962,9071858.157,8474377.735,8340699.924,8519227.146,8347966.385,Harlow,Essex,South East,EPN
,E01021823,14090936.84,12814707.05,13365904.91,12585968.12,12378653.01,12729923.65,12409340.66,Harlow,Essex,South East,EPN
,E01021824,7617812.377,7097229.1,7433696.549,6897429.136,6767341.431,6982490.664,6777947.646,Harlow,Essex,South East,EPN
,E01021825,11189605.77,10517995.93,10963128.06,10262402.83,10029790.68,10432753.12,10037781.89,Harlow,Essex,South East,EPN
,E01021826,24709804.24,23447534.35,24410235.02,22900258.35,22255107.26,23394905.66,22258463.29,Harlow,Essex,South East,EPN
,E01021827,18411437.34,17016132.15,18103970.61,16662546.55,16299688.05,17494327.97,16307749.38,Harlow,Essex,South East,EPN
,E01021828,10314179.95,9578512.784,10043219.46,9308196.387,9137458.5,9440518.546,9149095.374,Harlow,Essex,South East,EPN
,E01021829,8782232.256,8177097.741,8497459.446,7992305.268,7871984.763,7998557.727,7881965.089,Harlow,Essex,South East,EPN
,E01021830,6498825.255,6027351.264,6328224.036,5843223.755,5732400.087,5924952.814,5735857.114,Harlow,Essex,South East,EPN
,E01021831,8365856.482,7682745.886,8026962.334,7494502.635,7372993.663,7523623.569,7381045.962,Harlow,Essex,South East,EPN
,E01021832,8959486.891,8198120.287,8681652.715,7935360.698,7808180.366,8213682.989,7765002.375,Harlow,Essex,South East,EPN
,E01021833,7496698.604,6900260.6,7228293.02,6717840.927,6603835.088,6773307.488,6608939.18,Harlow,Essex,South East,EPN
,E01021834,8682502.505,8004201.974,8337891.398,7833860.732,7727536.147,7904289.771,7733392.357,Harlow,Essex,South East,EPN
,E01021835,11710040.18,10784274.34,11351409.32,10488617.09,10368350.11,10849643.5,10294718.21,Harlow,Essex,South East,EPN
,E01021836,11153822.73,10125316.74,10526754.18,9918289.312,9801841.065,9987245.369,9796042.497,Harlow,Essex,South East,EPN
,E01021837,8216423.718,7672509.471,7972512.139,7504384.76,7386075.736,7530492.294,7397480.253,Harlow,Essex,South East,EPN
,E01021838,8130251.019,7541582.182,7885537.749,7340568.123,7212611.184,7381473.428,7220932.777,Harlow,Essex,South East,EPN
,E01021839,11001165.88,10120034.39,10550440.63,9920960.603,9736729.935,9960788.786,9780136.333,Harlow,Essex,South East,EPN
