,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,variable,Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),,,,,,,,,
,,E01000069,1.112,0.131,0.000,0.000,1.243,1.039,0.105,0.000,0.000,1.144,1.135,0.127,0.000,0.000,1.262,1.066,0.091,0.000,0.000,1.157,0.049,0.004,0.000,0.000,0.053,0.070,0.001,0.000,0.000,0.071,0.048,0.001,0.000,0.000,0.049,Barking and Dagenham,Barking and Dagenham,London,LPN,,,,,
,,E01000070,1.427,0.448,0.000,0.000,1.875,1.246,0.305,0.000,0.000,1.550,1.397,0.373,0.000,0.000,1.770,1.279,0.262,0.000,0.000,1.541,0.058,0.011,0.000,0.000,0.069,0.081,0.027,0.000,0.000,0.108,0.056,0.010,0.000,0.000,0.066,Barking and Dagenham,Barking and Dagenham,London,LPN,,,,,
,,E01000071,2.093,0.694,0.000,0.000,2.787,1.645,0.551,0.000,0.000,2.196,1.913,0.660,0.000,0.000,2.573,1.676,0.466,0.000,0.000,2.143,0.078,0.016,0.000,0.000,0.094,0.111,0.008,0.000,0.000,0.119,0.076,0.005,0.000,0.000,0.081,Barking and Dagenham,Barking and Dagenham,London,LPN,,,,,
,,E01000072,1.775,0.627,0.000,0.000,2.403,1.355,0.473,0.000,0.000,1.829,1.578,0.583,0.000,0.000,2.160,1.415,0.404,0.000,0.000,1.819,0.064,0.016,0.000,0.000,0.080,0.083,0.015,0.000,0.000,0.098,0.063,0.006,0.000,0.000,0.069,Barking and Dagenham,Barking and Dagenham,London,LPN,,,,,
,,E01000073,1.169,0.000,0.000,0.000,1.169,1.060,0.000,0.000,0.000,1.060,1.162,0.000,0.000,0.000,1.162,1.095,0.000,0.000,0.000,1.095,0.052,0.000,0.000,0.000,0.052,0.072,0.000,0.000,0.000,0.072,0.051,0.000,0.000,0.000,0.051,Barking and Dagenham,Barking and Dagenham,London,LPN,,,,,
,,E01000074,1.162,0.976,0.000,0.000,2.138,1.044,0.773,0.000,0.000,1.817,1.143,0.924,0.000,0.000,2.067,1.080,0.652,0.000,0.000,1.731,0.051,0.021,0.000,0.000,0.073,0.071,0.012,0.000,0.000,0.083,0.050,0.007,0.000,0.000,0.057,Barking and Dagenham,Barking and Dagenham,London,LPN,,,,,
,,E01000075,1.371,0.104,0.000,0.000,1.475,1.175,0.079,0.000,0.000,1.254,1.308,0.096,0.000,0.000,1.404,1.213,0.069,0.000,0.000,1.282,0.056,0.004,0.000,0.000,0.060,0.079,0.007,0.000,0.000,0.086,0.055,0.003,0.000,0.000,0.058,Barking and Dagenham,Barking and Dagenham,London,LPN,,,,,
,,E01000076,1.343,0.760,0.000,0.000,2.103,1.247,0.423,0.000,0.000,1.670,1.346,0.520,0.000,0.000,1.866,1.293,0.362,0.000,0.000,1.656,0.061,0.011,0.000,0.000,0.073,0.087,0.065,0.000,0.000,0.152,0.060,0.023,0.000,0.000,0.083,Barking and Dagenham,Barking and Dagenham,London,LPN,,,,,
,,E01000077,1.125,0.672,0.000,0.000,1.797,1.038,0.544,0.000,0.000,1.582,1.119,0.669,0.000,0.000,1.788,1.075,0.467,0.000,0.000,1.542,0.051,0.014,0.000,0.000,0.064,0.072,0.003,0.000,0.000,0.075,0.050,0.003,0.000,0.000,0.053,Barking and Dagenham,Barking and Dagenham,London,LPN,,,,,
,,E01000078,1.226,0.492,0.000,0.000,1.718,1.091,0.387,0.000,0.000,1.478,1.204,0.470,0.000,0.000,1.675,1.134,0.334,0.000,0.000,1.467,0.053,0.014,0.000,0.000,0.067,0.073,0.006,0.000,0.000,0.080,0.052,0.004,0.000,0.000,0.055,Barking and Dagenham,Barking and Dagenham,London,EPN,,,,,
,,E01000079,1.185,0.154,0.000,0.000,1.339,1.052,0.086,0.000,0.000,1.138,1.161,0.105,0.000,0.000,1.266,1.089,0.073,0.000,0.000,1.162,0.052,0.002,0.000,0.000,0.054,0.072,0.013,0.000,0.000,0.085,0.051,0.005,0.000,0.000,0.055,Barking and Dagenham,Barking and Dagenham,London,EPN,,,,,
,,E01000080,1.156,2.710,0.000,0.000,3.866,1.030,2.111,0.000,0.000,3.141,1.134,2.546,0.000,0.000,3.680,1.067,1.739,0.000,0.000,2.806,0.050,0.061,0.000,0.000,0.111,0.071,0.075,0.000,0.000,0.145,0.050,0.132,0.000,0.000,0.182,Barking and Dagenham,Barking and Dagenham,London,EPN,,,,,
,,E01000081,1.193,0.415,0.000,0.000,1.608,1.099,0.330,0.000,0.000,1.428,1.194,0.395,0.000,0.000,1.589,1.136,0.286,0.000,0.000,1.422,0.053,0.011,0.000,0.000,0.064,0.075,0.008,0.000,0.000,0.084,0.053,0.004,0.000,0.000,0.057,Barking and Dagenham,Barking and Dagenham,London,EPN,,,,,
,,E01000082,1.220,0.720,0.000,0.000,1.940,1.097,0.522,0.000,0.000,1.620,1.202,0.650,0.000,0.000,1.852,1.132,0.448,0.000,0.000,1.580,0.054,0.017,0.000,0.000,0.070,0.075,0.022,0.000,0.000,0.097,0.052,0.009,0.000,0.000,0.061,Barking and Dagenham,Barking and Dagenham,London,EPN,,,,,
,,E01000083,1.180,0.338,0.000,0.000,1.518,1.106,0.292,0.000,0.000,1.398,1.193,0.349,0.000,0.000,1.542,1.146,0.254,0.000,0.000,1.399,0.054,0.010,0.000,0.000,0.064,0.077,0.000,0.000,0.000,0.077,0.053,0.001,0.000,0.000,0.055,Barking and Dagenham,Barking and Dagenham,London,EPN,,,,,
,,E01000084,0.987,0.297,0.000,0.000,1.284,0.898,0.224,0.000,0.000,1.121,0.976,0.268,0.000,0.000,1.243,0.932,0.193,0.000,0.000,1.125,0.044,0.010,0.000,0.000,0.054,0.062,0.026,0.000,0.000,0.088,0.043,0.013,0.000,0.000,0.056,Barking and Dagenham,Barking and Dagenham,London,EPN,,,,,
,,E01000085,1.224,0.374,0.000,0.000,1.598,1.065,0.231,0.000,0.000,1.296,1.168,0.287,0.000,0.000,1.455,1.109,0.197,0.000,0.000,1.306,0.052,0.006,0.000,0.000,0.058,0.072,0.026,0.000,0.000,0.098,0.050,0.009,0.000,0.000,0.059,Barking and Dagenham,Barking and Dagenham,London,EPN,,,,,
,,E01000086,0.957,0.000,0.000,0.000,0.957,0.892,0.000,0.000,0.000,0.892,0.966,0.000,0.000,0.000,0.966,0.924,0.000,0.000,0.000,0.924,0.044,0.000,0.000,0.000,0.044,0.062,0.000,0.000,0.000,0.062,0.043,0.000,0.000,0.000,0.043,Barking and Dagenham,Barking and Dagenham,London,EPN,,,,,
,,E01000087,0.964,1.275,0.000,0.000,2.239,0.870,0.966,0.000,0.000,1.836,0.950,1.253,0.000,0.000,2.202,0.901,0.831,0.000,0.000,1.732,0.042,0.023,0.000,0.000,0.066,0.059,0.010,0.000,0.000,0.069,0.041,0.008,0.000,0.000,0.050,Barking and Dagenham,Barking and Dagenham,London,EPN,,,,,
,,E01000088,1.339,3.738,0.000,0.000,5.076,1.126,2.951,0.000,0.000,4.077,1.264,3.520,0.000,0.000,4.785,1.164,2.452,0.000,0.000,3.616,0.054,0.081,0.000,0.000,0.136,0.074,0.081,0.000,0.000,0.155,0.054,0.117,0.000,0.000,0.171,Barking and Dagenham,Barking and Dagenham,London,EPN,,,,,
,,E01000089,1.181,0.043,0.000,0.000,1.224,1.078,0.035,0.000,0.000,1.112,1.180,0.042,0.000,0.000,1.222,1.107,0.030,0.000,0.000,1.137,0.052,0.001,0.000,0.000,0.053,0.073,0.000,0.000,0.000,0.073,0.051,0.000,0.000,0.000,0.052,Barking and Dagenham,Barking and Dagenham,London,EPN,,,,,
,,E01000090,1.184,0.541,0.000,0.000,1.725,1.051,0.432,0.000,0.000,1.483,1.158,0.536,0.000,0.000,1.694,1.084,0.376,0.000,0.000,1.460,0.051,0.015,0.000,0.000,0.066,0.071,0.002,0.000,0.000,0.073,0.050,0.002,0.000,0.000,0.052,Barking and Dagenham,Barking and Dagenham,London,EPN,,,,,
,,E01000091,2.281,0.324,0.000,0.000,2.605,1.558,0.181,0.000,0.648,2.387,1.895,0.228,0.000,0.648,2.772,1.637,0.155,0.000,0.648,2.441,0.068,0.007,0.000,0.143,0.219,0.085,0.041,0.000,0.143,0.269,0.066,0.012,0.000,0.143,0.221,Barking and Dagenham,Barking and Dagenham,London,LPN,,,,,
,,E01000092,7.291,4.912,0.000,0.000,12.203,4.534,3.438,0.000,0.648,8.620,5.762,4.240,0.000,0.648,10.650,4.421,2.885,0.000,0.648,7.954,0.199,0.121,0.000,0.143,0.463,0.316,0.309,0.000,0.143,0.768,0.169,0.182,0.000,0.143,0.494,Barking and Dagenham,Barking and Dagenham,London,LPN,,,,,
,,E01000093,1.650,0.301,0.000,0.000,1.952,1.255,0.228,0.000,0.648,2.131,1.459,0.278,0.000,0.648,2.385,1.317,0.198,0.000,0.648,2.163,0.061,0.009,0.000,0.143,0.213,0.078,0.011,0.000,0.143,0.232,0.059,0.005,0.000,0.143,0.207,Barking and Dagenham,Barking and Dagenham,London,LPN,,,,,
,,E01000094,2.350,0.741,0.000,0.000,3.092,1.591,0.525,0.000,0.648,2.764,2.005,0.650,0.000,0.648,3.303,1.657,0.452,0.000,0.648,2.757,0.072,0.013,0.000,0.143,0.228,0.084,0.029,0.000,0.143,0.255,0.071,0.012,0.000,0.143,0.226,Barking and Dagenham,Barking and Dagenham,London,LPN,,,,,
,,E01000095,1.224,0.992,0.000,0.000,2.216,1.027,0.572,0.000,0.648,2.247,1.163,0.704,0.000,0.648,2.515,1.064,0.495,0.000,0.648,2.207,0.049,0.020,0.000,0.143,0.212,0.067,0.087,0.000,0.143,0.298,0.049,0.032,0.000,0.143,0.224,Barking and Dagenham,Barking and Dagenham,London,EPN,,,,,
,,E01000096,1.091,0.510,0.000,0.000,1.601,0.825,0.309,0.000,0.648,1.783,0.941,0.375,0.000,0.648,1.965,0.867,0.269,0.000,0.648,1.785,0.042,0.012,0.000,0.143,0.196,0.055,0.044,0.000,0.143,0.242,0.040,0.016,0.000,0.143,0.199,Barking and Dagenham,Barking and Dagenham,London,LPN,,,,,
,,E01000097,1.413,0.000,0.000,0.000,1.413,1.188,0.000,0.000,0.000,1.188,1.344,0.000,0.000,0.000,1.344,1.235,0.000,0.000,0.000,1.235,0.057,0.000,0.000,0.000,0.057,0.077,0.000,0.000,0.000,0.077,0.056,0.000,0.000,0.000,0.056,Barking and Dagenham,Barking and Dagenham,London,EPN,,,,,
,,E01000098,1.505,0.443,0.000,0.000,1.948,1.250,0.307,0.000,0.000,1.557,1.413,0.370,0.000,0.000,1.783,1.298,0.272,0.000,0.000,1.570,0.059,0.011,0.000,0.000,0.071,0.081,0.037,0.000,0.000,0.118,0.058,0.025,0.000,0.000,0.083,Barking and Dagenham,Barking and Dagenham,London,EPN,,,,,
,,E01000099,2.104,3.424,0.000,0.000,5.528,1.767,2.551,0.000,0.000,4.318,1.997,3.160,0.000,0.000,5.157,1.828,2.201,0.000,0.000,4.030,0.084,0.082,0.000,0.000,0.166,0.116,0.128,0.000,0.000,0.243,0.082,0.128,0.000,0.000,0.210,Barking and Dagenham,Barking and Dagenham,London,EPN,,,,,
,,E01000100,1.158,0.109,0.000,0.000,1.267,1.058,0.090,0.000,0.000,1.148,1.151,0.109,0.000,0.000,1.259,1.095,0.077,0.000,0.000,1.173,0.052,0.003,0.000,0.000,0.055,0.073,0.000,0.000,0.000,0.073,0.051,0.000,0.000,0.000,0.051,Barking and Dagenham,Barking and Dagenham,London,EPN,,,,,
,,E01000101,1.231,0.120,0.000,0.000,1.351,1.091,0.066,0.000,0.000,1.157,1.205,0.082,0.000,0.000,1.287,1.125,0.056,0.000,0.000,1.181,0.052,0.002,0.000,0.000,0.054,0.073,0.011,0.000,0.000,0.084,0.051,0.004,0.000,0.000,0.055,Barking and Dagenham,Barking and Dagenham,London,EPN,,,,,
,,E01000102,1.415,0.456,0.000,0.000,1.872,1.222,0.351,0.000,0.000,1.574,1.368,0.434,0.000,0.000,1.802,1.266,0.303,0.000,0.000,1.569,0.059,0.009,0.000,0.000,0.068,0.080,0.008,0.000,0.000,0.088,0.057,0.004,0.000,0.000,0.061,Barking and Dagenham,Barking and Dagenham,London,EPN,,,,,
,,E01000103,1.293,0.218,0.000,0.000,1.512,1.054,0.179,0.000,0.000,1.233,1.187,0.218,0.000,0.000,1.406,1.037,0.154,0.000,0.000,1.191,0.052,0.006,0.000,0.000,0.058,0.069,0.000,0.000,0.000,0.069,0.048,0.001,0.000,0.000,0.049,Barking and Dagenham,Barking and Dagenham,London,EPN,,,,,
,,E01000104,1.634,0.151,0.000,0.000,1.785,1.275,0.115,0.000,0.000,1.390,1.477,0.148,0.000,0.000,1.625,1.330,0.099,0.000,0.000,1.429,0.060,0.003,0.000,0.000,0.063,0.081,0.002,0.000,0.000,0.082,0.059,0.001,0.000,0.000,0.060,Barking and Dagenham,Barking and Dagenham,London,EPN,,,,,
,,E01000105,2.882,0.927,0.000,0.000,3.809,2.052,0.612,0.000,0.000,2.665,2.517,0.734,0.000,0.000,3.251,2.141,0.511,0.000,0.000,2.652,0.093,0.017,0.000,0.000,0.110,0.114,0.078,0.000,0.000,0.192,0.089,0.025,0.000,0.000,0.114,Barking and Dagenham,Barking and Dagenham,London,EPN,,,,,
,,E01000106,2.974,0.260,0.000,0.000,3.234,1.924,0.183,0.000,0.000,2.107,2.382,0.232,0.000,0.000,2.613,2.019,0.159,0.000,0.000,2.178,0.088,0.005,0.000,0.000,0.093,0.103,0.012,0.000,0.000,0.115,0.085,0.005,0.000,0.000,0.090,Barking and Dagenham,Barking and Dagenham,London,EPN,,,,,
,,E01000107,1.283,0.010,0.000,0.000,1.293,1.107,0.005,0.000,0.000,1.112,1.234,0.006,0.000,0.000,1.239,1.137,0.004,0.000,0.000,1.142,0.053,0.000,0.000,0.000,0.053,0.074,0.001,0.000,0.000,0.075,0.051,0.000,0.000,0.000,0.052,Barking and Dagenham,Barking and Dagenham,London,EPN,,,,,
,,E01000108,1.797,0.016,0.000,0.000,1.813,1.310,0.012,0.000,0.000,1.321,1.546,0.014,0.000,0.000,1.560,1.357,0.010,0.000,0.000,1.367,0.061,0.001,0.000,0.000,0.062,0.078,0.001,0.000,0.000,0.078,0.060,0.000,0.000,0.000,0.060,Barking and Dagenham,Barking and Dagenham,London,EPN,,,,,
,,E01000109,1.860,1.254,0.000,0.000,3.114,1.626,0.969,0.000,0.000,2.595,1.817,1.206,0.000,0.000,3.022,1.673,0.832,0.000,0.000,2.505,0.077,0.031,0.000,0.000,0.109,0.106,0.049,0.000,0.000,0.155,0.075,0.081,0.000,0.000,0.156,Barking and Dagenham,Barking and Dagenham,London,EPN,,,,,
,,E01000110,1.098,0.038,0.000,0.000,1.136,0.996,0.024,0.000,0.000,1.020,1.097,0.030,0.000,0.000,1.127,1.022,0.021,0.000,0.000,1.043,0.047,0.001,0.000,0.000,0.048,0.067,0.002,0.000,0.000,0.069,0.046,0.001,0.000,0.000,0.047,Barking and Dagenham,Barking and Dagenham,London,EPN,,,,,
,,E01000111,1.544,2.430,0.000,0.000,3.974,1.271,1.218,0.000,0.000,2.489,1.435,1.512,0.000,0.000,2.947,1.315,1.047,0.000,0.000,2.362,0.061,0.028,0.000,0.000,0.090,0.083,0.126,0.000,0.000,0.208,0.059,0.094,0.000,0.000,0.153,Barking and Dagenham,Barking and Dagenham,London,EPN,,,,,
,,E01000112,2.053,0.107,0.000,0.000,2.161,1.489,0.068,0.000,0.000,1.557,1.748,0.085,0.000,0.000,1.833,1.543,0.059,0.000,0.000,1.602,0.070,0.003,0.000,0.000,0.073,0.086,0.007,0.000,0.000,0.092,0.068,0.002,0.000,0.000,0.070,Barking and Dagenham,Barking and Dagenham,London,EPN,,,,,
,,E01000113,0.722,0.136,0.016,0.000,0.875,0.626,0.067,0.103,0.000,0.796,0.318,0.073,0.222,0.000,0.613,0.293,0.053,0.117,0.000,0.463,0.030,0.002,0.011,0.000,0.043,0.019,0.006,0.032,0.000,0.057,0.013,0.004,0.021,0.000,0.037,Barking and Dagenham,Barking and Dagenham,London,EPN,,,,,
,,E01000114,1.705,0.634,0.000,0.000,2.339,1.352,0.378,0.000,0.000,1.730,1.522,0.459,0.000,0.000,1.981,1.398,0.320,0.000,0.000,1.717,0.065,0.010,0.000,0.000,0.075,0.092,0.056,0.000,0.000,0.147,0.065,0.019,0.000,0.000,0.084,Barking and Dagenham,Barking and Dagenham,London,EPN,,,,,
,,E01000115,0.999,0.688,0.000,0.000,1.687,0.955,0.479,0.000,0.026,1.460,1.027,0.572,0.000,0.026,1.625,0.975,0.406,0.000,0.026,1.406,0.045,0.013,0.000,0.005,0.063,0.067,0.030,0.000,0.005,0.103,0.045,0.012,0.000,0.005,0.062,Barnet,Barnet,London,EPN,,,,,
,,E01000116,1.232,1.078,0.000,0.000,2.310,1.144,0.793,0.000,0.035,1.972,1.241,0.993,0.000,0.035,2.270,1.170,0.685,0.000,0.035,1.891,0.054,0.022,0.000,0.007,0.084,0.079,0.035,0.000,0.007,0.121,0.053,0.016,0.000,0.007,0.077,Barnet,Barnet,London,EPN,,,,,
,,E01000117,1.513,0.023,0.000,0.000,1.536,1.320,0.016,0.000,0.041,1.377,1.422,0.019,0.000,0.041,1.483,1.361,0.014,0.000,0.041,1.416,0.063,0.001,0.000,0.008,0.073,0.088,0.002,0.000,0.008,0.098,0.062,0.000,0.000,0.008,0.071,Barnet,Barnet,London,EPN,,,,,
,,E01000118,1.654,0.015,0.000,0.000,1.670,1.472,0.013,0.000,0.039,1.524,1.622,0.015,0.000,0.039,1.676,1.510,0.011,0.000,0.039,1.560,0.070,0.001,0.000,0.008,0.079,0.098,0.000,0.000,0.008,0.106,0.068,0.000,0.000,0.008,0.076,Barnet,Barnet,London,EPN,,,,,
,,E01000119,1.296,0.041,0.000,0.000,1.338,1.232,0.019,0.000,0.033,1.284,1.329,0.025,0.000,0.033,1.386,1.259,0.016,0.000,0.033,1.308,0.059,0.000,0.000,0.007,0.066,0.086,0.005,0.000,0.007,0.097,0.058,0.002,0.000,0.007,0.066,Barnet,Barnet,London,EPN,,,,,
,,E01000120,1.053,0.554,0.000,0.000,1.607,0.999,0.439,0.000,0.027,1.465,1.079,0.541,0.000,0.027,1.647,1.019,0.377,0.000,0.027,1.424,0.047,0.011,0.000,0.006,0.064,0.069,0.008,0.000,0.006,0.083,0.047,0.005,0.000,0.006,0.057,Barnet,Barnet,London,EPN,,,,,
,,E01000121,0.927,0.032,0.000,0.000,0.959,0.868,0.026,0.000,0.028,0.922,0.936,0.032,0.000,0.028,0.996,0.899,0.023,0.000,0.028,0.950,0.043,0.001,0.000,0.006,0.049,0.061,0.000,0.000,0.006,0.066,0.042,0.000,0.000,0.006,0.048,Barnet,Barnet,London,EPN,,,,,
,,E01000122,1.117,1.455,0.000,0.000,2.572,1.060,1.186,0.000,0.030,2.276,1.136,1.465,0.000,0.030,2.630,1.083,1.016,0.000,0.030,2.129,0.051,0.028,0.000,0.006,0.085,0.075,0.000,0.000,0.006,0.081,0.051,0.004,0.000,0.006,0.061,Barnet,Barnet,London,EPN,,,,,
,,E01000123,1.377,0.491,0.000,0.000,1.868,1.273,0.236,0.000,0.039,1.549,1.387,0.301,0.000,0.039,1.727,1.304,0.202,0.000,0.039,1.545,0.061,0.004,0.000,0.008,0.073,0.087,0.052,0.000,0.008,0.146,0.060,0.017,0.000,0.008,0.085,Barnet,Barnet,London,EPN,,,,,
,,E01000124,1.422,0.648,0.000,0.000,2.069,1.218,0.389,0.000,0.038,1.645,1.340,0.480,0.000,0.038,1.858,1.236,0.334,0.000,0.038,1.608,0.058,0.013,0.000,0.008,0.079,0.086,0.061,0.000,0.008,0.154,0.055,0.027,0.000,0.008,0.090,Barnet,Barnet,London,EPN,,,,,
,,E01000125,2.157,1.033,0.000,0.000,3.190,1.695,0.842,0.000,0.253,2.790,1.956,1.021,0.000,0.253,3.230,1.762,0.729,0.000,0.253,2.743,0.082,0.032,0.000,0.052,0.165,0.106,0.001,0.000,0.052,0.158,0.079,0.004,0.000,0.052,0.135,Barnet,Barnet,London,EPN,,,,,
,,E01000126,2.424,0.392,0.043,0.000,2.859,1.692,0.353,0.016,0.244,2.305,2.059,0.415,0.021,0.244,2.740,1.752,0.309,0.011,0.244,2.317,0.080,0.011,0.001,0.050,0.141,0.096,0.001,0.001,0.050,0.148,0.077,0.002,0.001,0.050,0.129,Barnet,Barnet,London,EPN,,,,,
,,E01000127,1.021,0.000,0.000,0.000,1.021,0.938,0.000,0.000,0.029,0.967,1.021,0.000,0.000,0.029,1.050,0.974,0.000,0.000,0.029,1.003,0.046,0.000,0.000,0.006,0.052,0.064,0.000,0.000,0.006,0.070,0.045,0.000,0.000,0.006,0.051,Barnet,Barnet,London,EPN,,,,,
,,E01000128,1.257,0.033,0.000,0.000,1.289,1.161,0.028,0.000,0.235,1.424,1.255,0.033,0.000,0.235,1.523,1.200,0.025,0.000,0.235,1.460,0.057,0.003,0.000,0.048,0.108,0.081,0.000,0.000,0.048,0.129,0.056,0.000,0.000,0.048,0.104,Barnet,Barnet,London,EPN,,,,,
,,E01000129,0.713,0.813,0.031,0.000,1.557,0.557,0.425,0.110,0.236,1.327,0.289,0.454,0.226,0.236,1.205,0.258,0.346,0.119,0.236,0.960,0.026,0.017,0.011,0.048,0.103,0.015,0.058,0.031,0.048,0.152,0.011,0.027,0.020,0.048,0.107,Barnet,Barnet,London,EPN,,,,,
,,E01000130,1.517,0.000,0.000,0.000,1.517,1.177,0.000,0.000,0.034,1.211,1.377,0.000,0.000,0.034,1.411,1.224,0.000,0.000,0.034,1.258,0.055,0.000,0.000,0.007,0.062,0.071,0.000,0.000,0.007,0.078,0.054,0.000,0.000,0.007,0.061,Barnet,Barnet,London,EPN,,,,,
,,E01000131,1.615,0.102,0.000,0.000,1.716,1.370,0.061,0.000,0.237,1.668,1.544,0.072,0.000,0.237,1.853,1.417,0.053,0.000,0.237,1.707,0.065,0.001,0.000,0.048,0.115,0.089,0.012,0.000,0.048,0.149,0.063,0.004,0.000,0.048,0.116,Barnet,Barnet,London,EPN,,,,,
,,E01000132,0.989,0.000,0.000,0.000,0.989,0.907,0.000,0.000,0.028,0.935,0.981,0.000,0.000,0.028,1.009,0.942,0.000,0.000,0.028,0.970,0.045,0.000,0.000,0.006,0.050,0.063,0.000,0.000,0.006,0.069,0.044,0.000,0.000,0.006,0.049,Barnet,Barnet,London,EPN,,,,,
,,E01000133,1.202,0.000,0.000,0.000,1.202,1.065,0.000,0.000,0.032,1.097,1.169,0.000,0.000,0.032,1.202,1.107,0.000,0.000,0.032,1.140,0.052,0.000,0.000,0.007,0.058,0.072,0.000,0.000,0.007,0.079,0.051,0.000,0.000,0.007,0.057,Barnet,Barnet,London,EPN,,,,,
,,E01000134,1.448,0.012,0.000,0.000,1.460,1.122,0.010,0.000,0.234,1.365,1.296,0.012,0.000,0.234,1.542,1.174,0.008,0.000,0.234,1.416,0.054,0.000,0.000,0.048,0.102,0.070,0.000,0.000,0.048,0.118,0.054,0.000,0.000,0.048,0.101,Barnet,Barnet,London,EPN,,,,,
,,E01000135,2.004,0.275,0.000,0.000,2.279,1.563,0.223,0.000,0.035,1.821,1.843,0.273,0.000,0.035,2.151,1.567,0.193,0.000,0.035,1.795,0.071,0.009,0.000,0.007,0.087,0.093,0.001,0.000,0.007,0.101,0.066,0.001,0.000,0.007,0.075,Barnet,Barnet,London,EPN,,,,,
,,E01000136,1.903,0.272,0.000,0.000,2.175,1.434,0.221,0.000,0.034,1.689,1.717,0.272,0.000,0.034,2.023,1.453,0.192,0.000,0.034,1.678,0.064,0.009,0.000,0.007,0.079,0.084,0.001,0.000,0.007,0.092,0.060,0.001,0.000,0.007,0.068,Barnet,Barnet,London,EPN,,,,,
,,E01000137,1.976,0.703,0.000,0.000,2.679,1.349,0.529,0.000,0.039,1.917,1.683,0.646,0.000,0.039,2.368,1.405,0.465,0.000,0.039,1.909,0.060,0.020,0.000,0.008,0.088,0.071,0.026,0.000,0.008,0.105,0.056,0.018,0.000,0.008,0.082,Barnet,Barnet,London,EPN,,,,,
,,E01000138,2.013,0.000,0.000,0.000,2.013,1.511,0.000,0.000,0.030,1.541,1.806,0.000,0.000,0.030,1.836,1.558,0.000,0.000,0.030,1.588,0.069,0.000,0.000,0.006,0.075,0.090,0.000,0.000,0.006,0.096,0.067,0.000,0.000,0.006,0.073,Barnet,Barnet,London,EPN,,,,,
,,E01000139,1.694,0.271,0.000,0.000,1.965,1.246,0.215,0.000,0.232,1.693,1.497,0.267,0.000,0.232,1.996,1.241,0.186,0.000,0.232,1.658,0.057,0.008,0.000,0.047,0.112,0.073,0.002,0.000,0.047,0.122,0.052,0.001,0.000,0.047,0.101,Barnet,Barnet,London,EPN,,,,,
,,E01000140,1.235,0.676,0.000,0.000,1.911,0.888,0.419,0.129,0.041,1.476,0.494,0.455,0.278,0.041,1.267,0.416,0.340,0.147,0.041,0.944,0.040,0.015,0.014,0.008,0.078,0.023,0.034,0.040,0.008,0.105,0.017,0.013,0.026,0.008,0.065,Barnet,Barnet,London,EPN,,,,,
,,E01000141,2.398,0.917,0.000,0.000,3.315,1.675,0.674,0.000,0.248,2.596,2.052,0.820,0.000,0.248,3.119,1.752,0.584,0.000,0.248,2.584,0.077,0.022,0.000,0.051,0.149,0.093,0.034,0.000,0.051,0.178,0.073,0.014,0.000,0.051,0.138,Barnet,Barnet,London,EPN,,,,,
,,E01000142,3.382,0.009,0.000,0.000,3.391,2.256,0.004,0.000,0.256,2.515,2.797,0.005,0.000,0.256,3.058,2.377,0.003,0.000,0.256,2.636,0.107,0.000,0.000,0.052,0.159,0.125,0.001,0.000,0.052,0.178,0.107,0.000,0.000,0.052,0.160,Barnet,Barnet,London,EPN,,,,,
,,E01000143,1.447,1.338,0.000,0.000,2.785,1.089,0.801,0.000,0.231,2.121,1.292,0.979,0.000,0.231,2.502,1.135,0.683,0.000,0.231,2.049,0.050,0.020,0.000,0.047,0.118,0.065,0.044,0.000,0.047,0.156,0.048,0.034,0.000,0.047,0.129,Barnet,Barnet,London,EPN,,,,,
,,E01000144,0.775,0.389,0.000,0.000,1.164,0.588,0.277,0.099,0.035,0.999,0.315,0.301,0.213,0.035,0.865,0.254,0.237,0.113,0.035,0.639,0.028,0.013,0.011,0.007,0.059,0.015,0.031,0.030,0.007,0.083,0.011,0.008,0.020,0.007,0.046,Barnet,Barnet,London,EPN,,,,,
,,E01000145,1.566,0.733,0.000,0.000,2.299,1.143,0.603,0.000,0.226,1.972,1.349,0.737,0.000,0.226,2.312,1.181,0.523,0.000,0.226,1.929,0.050,0.022,0.000,0.046,0.118,0.067,0.000,0.000,0.046,0.113,0.049,0.002,0.000,0.046,0.097,Barnet,Barnet,London,EPN,,,,,
