,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,variable,Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),Emissions (kt CO2),,,,,,,,,
,,E01022020,2.341,0.329,0.000,0.000,2.670,1.762,0.198,0.000,0.055,2.015,2.069,0.244,0.000,0.055,2.367,1.816,0.170,0.000,0.055,2.041,0.081,0.007,0.000,0.014,0.102,0.104,0.025,0.000,0.014,0.144,0.079,0.009,0.000,0.014,0.103,Tendring,Essex,South East,EPN,,,,,
,,E01022021,1.399,0.019,0.000,0.000,1.418,1.203,0.012,0.000,0.035,1.250,1.355,0.015,0.000,0.035,1.405,1.242,0.010,0.000,0.035,1.288,0.057,0.001,0.000,0.009,0.067,0.078,0.001,0.000,0.009,0.089,0.056,0.000,0.000,0.009,0.066,Tendring,Essex,South East,EPN,,,,,
,,E01022022,1.218,0.381,0.000,0.000,1.599,1.137,0.314,0.000,0.034,1.485,1.229,0.380,0.000,0.034,1.644,1.167,0.271,0.000,0.034,1.472,0.055,0.011,0.000,0.009,0.075,0.081,0.000,0.000,0.009,0.090,0.054,0.001,0.000,0.009,0.064,Tendring,Essex,South East,EPN,,,,,
,,E01022023,1.329,0.034,0.000,0.000,1.362,1.213,0.016,0.000,0.039,1.267,1.325,0.020,0.000,0.039,1.384,1.249,0.013,0.000,0.039,1.301,0.059,0.000,0.000,0.010,0.070,0.083,0.004,0.000,0.010,0.098,0.058,0.001,0.000,0.010,0.069,Tendring,Essex,South East,EPN,,,,,
,,E01022024,1.221,0.034,0.000,0.000,1.255,1.075,0.016,0.000,0.034,1.126,1.194,0.020,0.000,0.034,1.249,1.100,0.013,0.000,0.034,1.148,0.052,0.000,0.000,0.009,0.061,0.072,0.004,0.000,0.009,0.085,0.050,0.001,0.000,0.009,0.060,Tendring,Essex,South East,EPN,,,,,
,,E01022025,3.741,3.510,0.000,0.000,7.250,2.314,1.871,0.000,0.057,4.243,2.974,2.333,0.000,0.057,5.364,2.416,1.571,0.000,0.057,4.045,0.106,0.056,0.000,0.015,0.177,0.130,0.378,0.000,0.015,0.523,0.101,0.143,0.000,0.015,0.259,Tendring,Essex,South East,EPN,,,,,
,,E01022026,1.137,0.901,0.017,0.000,2.055,0.824,0.401,0.112,0.040,1.377,0.447,0.433,0.241,0.040,1.161,0.390,0.308,0.127,0.040,0.865,0.039,0.011,0.012,0.011,0.073,0.023,0.042,0.034,0.011,0.110,0.017,0.027,0.022,0.011,0.077,Tendring,Essex,South East,EPN,,,,,
,,E01022027,2.951,0.754,0.000,0.000,3.705,2.037,0.516,0.000,0.051,2.603,2.513,0.613,0.000,0.051,3.177,2.117,0.414,0.000,0.051,2.582,0.096,0.034,0.000,0.013,0.143,0.116,0.102,0.000,0.013,0.232,0.093,0.048,0.000,0.013,0.155,Tendring,Essex,South East,EPN,,,,,
,,E01022028,2.026,1.022,0.000,0.000,3.048,1.481,0.574,0.000,0.032,2.087,1.839,0.682,0.000,0.032,2.554,1.527,0.497,0.000,0.032,2.056,0.065,0.015,0.000,0.008,0.088,0.082,0.048,0.000,0.008,0.139,0.062,0.040,0.000,0.008,0.110,Tendring,Essex,South East,EPN,,,,,
,,E01022030,1.734,0.176,0.000,0.000,1.910,1.441,0.129,0.000,0.046,1.616,1.623,0.157,0.000,0.046,1.826,1.492,0.111,0.000,0.046,1.649,0.070,0.005,0.000,0.012,0.087,0.096,0.005,0.000,0.012,0.113,0.069,0.002,0.000,0.012,0.083,Tendring,Essex,South East,EPN,,,,,
,,E01022031,1.547,1.639,0.000,0.000,3.186,1.114,1.333,0.000,0.035,2.483,1.329,1.647,0.000,0.035,3.011,1.172,1.142,0.000,0.035,2.350,0.054,0.032,0.000,0.009,0.095,0.070,0.001,0.000,0.009,0.080,0.054,0.005,0.000,0.009,0.068,Tendring,Essex,South East,EPN,,,,,
,,E01022032,1.563,0.261,0.000,0.000,1.825,1.396,0.179,0.000,0.043,1.617,1.520,0.220,0.000,0.043,1.783,1.435,0.154,0.000,0.043,1.632,0.068,0.006,0.000,0.011,0.085,0.098,0.011,0.000,0.011,0.121,0.067,0.004,0.000,0.011,0.082,Tendring,Essex,South East,EPN,,,,,
,,E01022033,1.540,0.000,0.000,0.000,1.540,1.445,0.000,0.000,0.044,1.488,1.554,0.000,0.000,0.044,1.598,1.481,0.000,0.000,0.044,1.525,0.070,0.000,0.000,0.012,0.082,0.101,0.000,0.000,0.012,0.113,0.069,0.000,0.000,0.012,0.081,Tendring,Essex,South East,EPN,,,,,
,,E01022034,1.819,0.550,0.000,0.000,2.369,1.552,0.326,0.000,0.048,1.926,1.739,0.413,0.000,0.048,2.201,1.591,0.278,0.000,0.048,1.917,0.073,0.008,0.000,0.013,0.094,0.102,0.041,0.000,0.013,0.156,0.071,0.014,0.000,0.013,0.098,Tendring,Essex,South East,EPN,,,,,
,,E01022035,1.627,0.333,0.000,0.000,1.960,1.468,0.190,0.000,0.043,1.701,1.617,0.230,0.000,0.043,1.890,1.502,0.163,0.000,0.043,1.709,0.069,0.005,0.000,0.011,0.086,0.100,0.028,0.000,0.011,0.140,0.067,0.010,0.000,0.011,0.089,Tendring,Essex,South East,EPN,,,,,
,,E01022036,1.271,0.097,0.000,0.000,1.368,1.079,0.084,0.000,0.034,1.198,1.208,0.100,0.000,0.034,1.343,1.117,0.073,0.000,0.034,1.224,0.052,0.003,0.000,0.009,0.064,0.071,0.000,0.000,0.009,0.080,0.052,0.000,0.000,0.009,0.061,Tendring,Essex,South East,EPN,,,,,
,,E01022037,1.844,0.502,0.000,0.000,2.346,1.391,0.415,0.000,0.039,1.844,1.659,0.501,0.000,0.039,2.198,1.437,0.359,0.000,0.039,1.835,0.065,0.016,0.000,0.010,0.090,0.085,0.001,0.000,0.010,0.096,0.064,0.002,0.000,0.010,0.076,Tendring,Essex,South East,EPN,,,,,
,,E01022038,1.421,0.341,0.000,0.000,1.762,1.254,0.247,0.000,0.037,1.539,1.381,0.299,0.000,0.037,1.717,1.289,0.212,0.000,0.037,1.539,0.061,0.007,0.000,0.010,0.077,0.087,0.020,0.000,0.010,0.117,0.059,0.007,0.000,0.010,0.076,Tendring,Essex,South East,EPN,,,,,
,,E01022039,1.482,0.863,0.000,0.000,2.345,1.277,0.477,0.000,0.039,1.793,1.434,0.587,0.000,0.039,2.060,1.313,0.408,0.000,0.039,1.760,0.060,0.010,0.000,0.010,0.081,0.084,0.095,0.000,0.010,0.189,0.059,0.031,0.000,0.010,0.100,Tendring,Essex,South East,EPN,,,,,
,,E01022040,1.974,0.000,0.000,0.000,1.974,1.684,0.000,0.000,0.049,1.733,1.907,0.000,0.000,0.049,1.956,1.729,0.000,0.000,0.049,1.778,0.079,0.000,0.000,0.013,0.092,0.109,0.000,0.000,0.013,0.122,0.077,0.000,0.000,0.013,0.090,Tendring,Essex,South East,EPN,,,,,
,,E01022041,1.494,0.047,0.000,0.000,1.541,1.356,0.031,0.000,0.043,1.429,1.480,0.038,0.000,0.043,1.561,1.390,0.027,0.000,0.043,1.460,0.065,0.001,0.000,0.011,0.078,0.093,0.003,0.000,0.011,0.107,0.064,0.001,0.000,0.011,0.076,Tendring,Essex,South East,EPN,,,,,
,,E01022042,1.829,0.098,0.000,0.000,1.927,1.397,0.072,0.000,0.044,1.512,1.625,0.090,0.000,0.044,1.759,1.451,0.063,0.000,0.044,1.557,0.068,0.003,0.000,0.012,0.083,0.090,0.003,0.000,0.012,0.105,0.068,0.002,0.000,0.012,0.081,Tendring,Essex,South East,EPN,,,,,
,,E01022043,1.797,0.195,0.000,0.000,1.992,1.485,0.115,0.000,0.045,1.646,1.687,0.144,0.000,0.045,1.876,1.533,0.098,0.000,0.045,1.676,0.071,0.004,0.000,0.012,0.087,0.100,0.019,0.000,0.012,0.131,0.069,0.006,0.000,0.012,0.087,Tendring,Essex,South East,EPN,,,,,
,,E01022044,1.605,0.215,0.000,0.000,1.820,1.468,0.115,0.000,0.044,1.627,1.600,0.141,0.000,0.044,1.786,1.508,0.098,0.000,0.044,1.650,0.071,0.002,0.000,0.012,0.085,0.102,0.028,0.000,0.012,0.141,0.070,0.009,0.000,0.012,0.090,Tendring,Essex,South East,EPN,,,,,
,,E01022045,3.982,1.335,0.000,0.000,5.316,2.430,0.799,0.000,0.057,3.286,3.158,0.984,0.000,0.057,4.199,2.501,0.697,0.000,0.057,3.255,0.103,0.027,0.000,0.015,0.145,0.149,0.129,0.000,0.015,0.293,0.097,0.070,0.000,0.015,0.182,Tendring,Essex,South East,EPN,,,,,
,,E01022046,2.993,0.036,0.000,0.000,3.029,2.000,0.018,0.000,0.049,2.066,2.625,0.022,0.000,0.049,2.696,2.054,0.015,0.000,0.049,2.118,0.083,0.000,0.000,0.013,0.097,0.109,0.004,0.000,0.013,0.126,0.077,0.001,0.000,0.013,0.091,Tendring,Essex,South East,EPN,,,,,
,,E01022047,2.202,0.744,0.000,0.000,2.946,1.578,0.597,0.000,0.036,2.211,1.987,0.702,0.000,0.036,2.725,1.629,0.493,0.000,0.036,2.158,0.068,0.043,0.000,0.010,0.120,0.083,0.095,0.000,0.010,0.188,0.065,0.057,0.000,0.010,0.132,Tendring,Essex,South East,EPN,,,,,
,,E01022048,2.027,0.055,0.000,0.000,2.082,1.508,0.045,0.000,0.041,1.594,1.810,0.055,0.000,0.041,1.905,1.547,0.039,0.000,0.041,1.627,0.071,0.002,0.000,0.011,0.084,0.106,0.000,0.000,0.011,0.117,0.067,0.000,0.000,0.011,0.078,Tendring,Essex,South East,EPN,,,,,
,,E01022049,1.561,0.056,0.000,0.000,1.616,1.323,0.045,0.000,0.037,1.405,1.488,0.056,0.000,0.037,1.581,1.366,0.039,0.000,0.037,1.442,0.063,0.002,0.000,0.010,0.075,0.088,0.000,0.000,0.010,0.098,0.062,0.000,0.000,0.010,0.072,Tendring,Essex,South East,EPN,,,,,
,,E01022050,2.608,0.295,0.000,0.000,2.902,1.982,0.187,0.000,0.053,2.221,2.376,0.224,0.000,0.053,2.653,2.048,0.163,0.000,0.053,2.264,0.092,0.009,0.000,0.014,0.115,0.116,0.023,0.000,0.014,0.153,0.090,0.009,0.000,0.014,0.113,Tendring,Essex,South East,EPN,,,,,
,,E01022051,2.142,1.152,0.000,0.000,3.294,1.406,0.687,0.000,0.984,3.077,1.897,0.831,0.000,0.984,3.711,1.448,0.558,0.000,0.984,2.990,0.055,0.038,0.000,0.260,0.354,0.066,0.152,0.000,0.260,0.479,0.051,0.063,0.000,0.260,0.374,Tendring,Essex,South East,EPN,,,,,
,,E01022052,1.581,0.181,0.000,0.000,1.762,1.348,0.111,0.000,0.986,2.445,1.535,0.137,0.000,0.986,2.658,1.383,0.095,0.000,0.986,2.464,0.062,0.004,0.000,0.261,0.328,0.086,0.015,0.000,0.261,0.362,0.061,0.006,0.000,0.261,0.327,Tendring,Essex,South East,EPN,,,,,
,,E01022053,3.074,0.202,0.000,0.000,3.276,2.214,0.137,0.000,0.040,2.391,2.842,0.166,0.000,0.040,3.049,2.285,0.120,0.000,0.040,2.446,0.089,0.006,0.000,0.011,0.106,0.109,0.015,0.000,0.011,0.134,0.084,0.007,0.000,0.011,0.102,Tendring,Essex,South East,EPN,,,,,
,,E01022054,1.972,0.098,0.000,0.000,2.071,1.530,0.059,0.000,0.042,1.631,1.809,0.073,0.000,0.042,1.923,1.580,0.052,0.000,0.042,1.673,0.072,0.004,0.000,0.011,0.087,0.093,0.008,0.000,0.011,0.112,0.070,0.002,0.000,0.011,0.083,Tendring,Essex,South East,EPN,,,,,
,,E01022055,1.557,0.175,0.000,0.000,1.732,1.312,0.101,0.000,0.038,1.450,1.464,0.130,0.000,0.038,1.632,1.364,0.082,0.000,0.038,1.484,0.065,0.003,0.000,0.010,0.078,0.089,0.017,0.000,0.010,0.116,0.066,0.005,0.000,0.010,0.081,Tendring,Essex,South East,EPN,,,,,
,,E01022056,2.598,0.893,0.000,0.000,3.492,1.913,0.463,0.000,0.052,2.429,2.304,0.580,0.000,0.052,2.936,1.987,0.393,0.000,0.052,2.432,0.088,0.018,0.000,0.014,0.120,0.112,0.092,0.000,0.014,0.219,0.086,0.030,0.000,0.014,0.129,Tendring,Essex,South East,EPN,,,,,
,,E01022057,3.452,0.118,0.000,0.000,3.570,2.337,0.093,0.000,0.088,2.518,3.103,0.109,0.000,0.088,3.300,2.422,0.070,0.000,0.088,2.580,0.091,0.008,0.000,0.020,0.119,0.107,0.019,0.000,0.020,0.146,0.085,0.009,0.000,0.020,0.114,Uttlesford,Essex,South East,EPN,,,,,
,,E01022058,2.871,0.325,0.000,0.000,3.196,1.971,0.262,0.000,0.086,2.318,2.602,0.309,0.000,0.086,2.996,2.033,0.212,0.000,0.086,2.331,0.078,0.018,0.000,0.019,0.116,0.090,0.040,0.000,0.019,0.149,0.073,0.020,0.000,0.019,0.112,Uttlesford,Essex,South East,EPN,,,,,
,,E01022059,3.203,1.866,0.000,0.000,5.069,2.182,1.430,0.000,0.085,3.698,2.860,1.712,0.000,0.085,4.657,2.251,1.138,0.000,0.085,3.474,0.088,0.099,0.000,0.019,0.206,0.107,0.226,0.000,0.019,0.353,0.083,0.108,0.000,0.019,0.210,Uttlesford,Essex,South East,EPN,,,,,
,,E01022060,3.130,0.271,0.000,0.000,3.401,2.237,0.186,0.000,0.094,2.517,2.886,0.220,0.000,0.094,3.200,2.303,0.147,0.000,0.094,2.543,0.090,0.013,0.000,0.021,0.124,0.111,0.039,0.000,0.021,0.171,0.085,0.017,0.000,0.021,0.123,Uttlesford,Essex,South East,EPN,,,,,
,,E01022061,2.475,0.821,0.000,0.000,3.296,1.793,0.613,0.000,0.078,2.485,2.275,0.745,0.000,0.078,3.098,1.845,0.513,0.000,0.078,2.435,0.074,0.029,0.000,0.018,0.121,0.095,0.058,0.000,0.018,0.171,0.070,0.027,0.000,0.018,0.115,Uttlesford,Essex,South East,EPN,,,,,
,,E01022062,4.164,3.221,0.000,0.000,7.385,2.939,2.384,0.000,0.103,5.427,3.751,2.944,0.000,0.103,6.798,3.008,2.028,0.000,0.103,5.139,0.120,0.081,0.000,0.023,0.225,0.157,0.170,0.000,0.023,0.350,0.113,0.211,0.000,0.023,0.347,Uttlesford,Essex,South East,EPN,,,,,
,,E01022063,2.685,0.300,0.000,0.000,2.986,2.088,0.196,0.000,0.090,2.373,2.499,0.243,0.000,0.090,2.832,2.137,0.171,0.000,0.090,2.398,0.094,0.006,0.000,0.020,0.120,0.125,0.021,0.000,0.020,0.166,0.090,0.011,0.000,0.020,0.121,Uttlesford,Essex,South East,EPN,,,,,
,,E01022064,3.835,0.911,0.000,0.000,4.746,2.592,0.544,0.000,0.093,3.229,3.445,0.672,0.000,0.093,4.210,2.663,0.479,0.000,0.093,3.235,0.102,0.022,0.000,0.021,0.145,0.119,0.088,0.000,0.021,0.227,0.095,0.040,0.000,0.021,0.156,Uttlesford,Essex,South East,EPN,,,,,
,,E01022067,3.198,1.859,0.000,0.000,5.057,2.210,1.470,0.000,0.147,3.826,2.696,1.800,0.000,0.147,4.643,2.300,1.258,0.000,0.147,3.705,0.104,0.042,0.000,0.033,0.179,0.126,0.023,0.000,0.033,0.182,0.103,0.013,0.000,0.033,0.149,Uttlesford,Essex,South East,EPN,,,,,
,,E01022068,2.058,2.437,0.000,0.000,4.494,1.659,1.724,0.000,0.082,3.464,1.987,2.176,0.000,0.082,4.244,1.709,1.499,0.000,0.082,3.289,0.073,0.057,0.000,0.018,0.148,0.094,0.099,0.000,0.018,0.212,0.070,0.049,0.000,0.018,0.138,Uttlesford,Essex,South East,EPN,,,,,
,,E01022069,1.746,0.600,0.000,0.000,2.345,1.427,0.460,0.000,0.089,1.976,1.654,0.550,0.000,0.089,2.293,1.463,0.415,0.000,0.089,1.967,0.065,0.020,0.000,0.020,0.105,0.089,0.043,0.000,0.020,0.152,0.063,0.038,0.000,0.020,0.121,Uttlesford,Essex,South East,EPN,,,,,
,,E01022070,2.458,0.138,0.000,0.000,2.596,1.894,0.096,0.000,0.096,2.086,2.293,0.117,0.000,0.096,2.505,1.941,0.084,0.000,0.096,2.120,0.082,0.003,0.000,0.022,0.107,0.110,0.007,0.000,0.022,0.139,0.078,0.004,0.000,0.022,0.104,Uttlesford,Essex,South East,EPN,,,,,
,,E01022071,2.878,1.471,0.000,0.000,4.348,1.850,1.008,0.000,0.096,2.954,2.510,1.241,0.000,0.096,3.846,1.899,0.838,0.000,0.096,2.833,0.071,0.041,0.000,0.022,0.134,0.089,0.112,0.000,0.022,0.222,0.065,0.068,0.000,0.022,0.155,Uttlesford,Essex,South East,EPN,,,,,
,,E01022072,4.064,0.402,0.000,0.000,4.466,2.844,0.300,0.000,0.107,3.251,3.684,0.367,0.000,0.107,4.158,2.867,0.261,0.000,0.107,3.235,0.114,0.011,0.000,0.024,0.149,0.147,0.011,0.000,0.024,0.182,0.105,0.006,0.000,0.024,0.135,Uttlesford,Essex,South East,EPN,,,,,
,,E01022073,1.739,0.473,0.000,0.000,2.212,1.516,0.381,0.000,0.084,1.982,1.705,0.472,0.000,0.084,2.261,1.556,0.329,0.000,0.084,1.969,0.071,0.013,0.000,0.019,0.102,0.098,0.000,0.000,0.019,0.117,0.069,0.002,0.000,0.019,0.089,Uttlesford,Essex,South East,EPN,,,,,
,,E01022074,1.133,0.032,0.000,0.000,1.165,1.033,0.022,0.000,0.078,1.133,1.135,0.026,0.000,0.078,1.238,1.065,0.019,0.000,0.078,1.162,0.050,0.001,0.000,0.017,0.069,0.071,0.002,0.000,0.017,0.091,0.049,0.001,0.000,0.017,0.068,Uttlesford,Essex,South East,EPN,,,,,
,,E01022075,1.672,0.026,0.000,0.000,1.698,1.445,0.020,0.000,0.095,1.560,1.635,0.024,0.000,0.095,1.754,1.480,0.017,0.000,0.095,1.592,0.067,0.001,0.000,0.021,0.089,0.094,0.000,0.000,0.021,0.116,0.066,0.000,0.000,0.021,0.087,Uttlesford,Essex,South East,EPN,,,,,
,,E01022076,1.316,0.928,0.027,0.000,2.271,0.975,0.551,0.173,0.137,1.835,0.529,0.594,0.372,0.137,1.632,0.458,0.452,0.196,0.137,1.243,0.046,0.021,0.019,0.031,0.117,0.026,0.059,0.053,0.031,0.169,0.021,0.024,0.034,0.031,0.110,Uttlesford,Essex,South East,EPN,,,,,
,,E01022077,2.125,0.187,0.000,0.000,2.312,1.676,0.102,0.000,0.083,1.860,2.011,0.119,0.000,0.083,2.212,1.723,0.085,0.000,0.083,1.890,0.074,0.002,0.000,0.019,0.094,0.097,0.017,0.000,0.019,0.132,0.071,0.007,0.000,0.019,0.096,Uttlesford,Essex,South East,EPN,,,,,
,,E01022078,1.272,0.023,0.000,0.000,1.294,1.110,0.018,0.000,0.082,1.210,1.226,0.022,0.000,0.082,1.329,1.145,0.015,0.000,0.082,1.243,0.053,0.001,0.000,0.019,0.072,0.076,0.000,0.000,0.019,0.095,0.052,0.000,0.000,0.019,0.070,Uttlesford,Essex,South East,EPN,,,,,
,,E01022079,2.142,0.234,0.000,0.000,2.376,1.744,0.187,0.000,0.099,2.030,2.010,0.235,0.000,0.099,2.344,1.791,0.162,0.000,0.099,2.051,0.082,0.005,0.000,0.022,0.109,0.110,0.000,0.000,0.022,0.132,0.080,0.001,0.000,0.022,0.103,Uttlesford,Essex,South East,EPN,,,,,
,,E01022080,1.615,0.004,0.000,0.000,1.619,1.181,0.002,0.000,0.085,1.267,1.384,0.002,0.000,0.085,1.471,1.223,0.002,0.000,0.085,1.309,0.055,0.000,0.000,0.019,0.075,0.072,0.000,0.000,0.019,0.092,0.054,0.000,0.000,0.019,0.074,Uttlesford,Essex,South East,EPN,,,,,
,,E01022081,2.638,1.693,0.000,0.000,4.330,2.156,0.996,0.000,0.142,3.295,2.475,1.242,0.000,0.142,3.860,2.217,0.851,0.000,0.142,3.211,0.103,0.034,0.000,0.032,0.169,0.137,0.155,0.000,0.032,0.324,0.100,0.075,0.000,0.032,0.207,Uttlesford,Essex,South East,EPN,,,,,
,,E01022082,2.839,0.826,0.000,0.000,3.665,2.100,0.612,0.000,0.104,2.816,2.537,0.733,0.000,0.104,3.374,2.158,0.536,0.000,0.104,2.797,0.093,0.020,0.000,0.023,0.136,0.120,0.039,0.000,0.023,0.182,0.089,0.041,0.000,0.023,0.153,Uttlesford,Essex,South East,EPN,,,,,
,,E01022083,2.444,1.124,0.000,0.000,3.569,1.827,0.865,0.000,0.098,2.789,2.243,1.033,0.000,0.098,3.373,1.878,0.729,0.000,0.098,2.705,0.079,0.033,0.000,0.022,0.134,0.103,0.055,0.000,0.022,0.180,0.076,0.027,0.000,0.022,0.125,Uttlesford,Essex,South East,EPN,,,,,
,,E01022084,1.640,0.404,0.000,0.000,2.044,1.442,0.318,0.000,0.085,1.844,1.631,0.390,0.000,0.085,2.105,1.475,0.275,0.000,0.085,1.835,0.066,0.011,0.000,0.019,0.097,0.093,0.005,0.000,0.019,0.117,0.064,0.003,0.000,0.019,0.086,Uttlesford,Essex,South East,EPN,,,,,
,,E01022085,1.830,0.251,0.000,0.000,2.081,1.424,0.192,0.000,0.092,1.707,1.673,0.239,0.000,0.092,2.004,1.461,0.167,0.000,0.092,1.721,0.066,0.007,0.000,0.021,0.094,0.087,0.002,0.000,0.021,0.110,0.065,0.002,0.000,0.021,0.087,Uttlesford,Essex,South East,EPN,,,,,
,,E01022086,1.899,0.344,0.000,0.000,2.243,1.365,0.223,0.000,0.075,1.663,1.647,0.000,0.000,0.075,1.722,1.411,0.000,0.000,0.075,1.485,0.059,0.013,0.000,0.017,0.089,0.082,0.027,0.000,0.017,0.126,0.057,0.000,0.000,0.017,0.074,Uttlesford,Essex,South East,EPN,,,,,
,,E01022087,2.973,1.728,0.000,0.000,4.701,2.328,1.392,0.000,0.139,3.859,2.724,1.665,0.000,0.139,4.528,2.382,1.129,0.000,0.139,3.650,0.104,0.095,0.000,0.031,0.230,0.145,0.201,0.000,0.031,0.377,0.100,0.109,0.000,0.031,0.241,Uttlesford,Essex,South East,EPN,,,,,
,,E01022088,3.025,0.134,0.000,0.000,3.159,2.133,0.112,0.000,0.086,2.331,2.770,0.132,0.000,0.086,2.988,2.198,0.099,0.000,0.086,2.382,0.084,0.007,0.000,0.019,0.110,0.103,0.004,0.000,0.019,0.126,0.079,0.003,0.000,0.019,0.102,Uttlesford,Essex,South East,EPN,,,,,
,,E01022089,2.734,0.173,0.000,0.000,2.908,1.700,0.123,0.000,0.083,1.906,2.362,0.143,0.000,0.083,2.588,1.755,0.092,0.000,0.083,1.930,0.064,0.011,0.000,0.019,0.094,0.071,0.029,0.000,0.019,0.119,0.058,0.012,0.000,0.019,0.089,Uttlesford,Essex,South East,EPN,,,,,
,,E01022090,4.053,0.517,0.000,0.000,4.570,3.040,0.378,0.000,0.132,3.549,3.750,0.468,0.000,0.132,4.350,3.121,0.331,0.000,0.132,3.585,0.129,0.016,0.000,0.030,0.174,0.169,0.016,0.000,0.030,0.214,0.123,0.008,0.000,0.030,0.161,Uttlesford,Essex,South East,EPN,,,,,
,,E01022091,4.908,0.047,0.000,0.000,4.955,3.552,0.027,0.000,0.138,3.717,4.472,0.032,0.000,0.138,4.642,3.642,0.024,0.000,0.138,3.804,0.148,0.002,0.000,0.031,0.182,0.188,0.004,0.000,0.031,0.223,0.141,0.002,0.000,0.031,0.174,Uttlesford,Essex,South East,EPN,,,,,
,,E01022092,3.701,0.242,0.000,0.000,3.943,2.568,0.152,0.000,0.100,2.820,3.361,0.185,0.000,0.100,3.646,2.644,0.133,0.000,0.100,2.877,0.102,0.007,0.000,0.022,0.131,0.121,0.021,0.000,0.022,0.165,0.096,0.010,0.000,0.022,0.128,Uttlesford,Essex,South East,EPN,,,,,
,,E01022093,2.630,0.296,0.000,0.000,2.926,2.047,0.143,0.000,0.093,2.283,2.455,0.182,0.000,0.093,2.731,2.102,0.121,0.000,0.093,2.317,0.091,0.003,0.000,0.021,0.115,0.119,0.032,0.000,0.021,0.173,0.088,0.010,0.000,0.021,0.119,Uttlesford,Essex,South East,EPN,,,,,
,,E01022094,3.063,1.395,0.000,0.000,4.458,2.183,0.674,0.000,0.100,2.958,2.740,0.854,0.000,0.100,3.695,2.242,0.565,0.000,0.100,2.907,0.092,0.015,0.000,0.023,0.129,0.116,0.091,0.000,0.023,0.230,0.087,0.045,0.000,0.023,0.154,Uttlesford,Essex,South East,EPN,,,,,
,,E01022095,3.464,0.043,0.000,0.000,3.507,2.355,0.030,0.000,0.089,2.474,3.126,0.036,0.000,0.089,3.251,2.425,0.026,0.000,0.089,2.540,0.091,0.002,0.000,0.020,0.113,0.109,0.003,0.000,0.020,0.131,0.085,0.001,0.000,0.020,0.106,Uttlesford,Essex,South East,EPN,,,,,
,,E01022096,2.816,1.245,0.000,0.000,4.061,2.038,0.758,0.000,0.105,2.901,2.576,0.914,0.000,0.105,3.596,2.089,0.617,0.000,0.105,2.811,0.081,0.039,0.000,0.024,0.144,0.111,0.114,0.000,0.024,0.250,0.076,0.067,0.000,0.024,0.166,Uttlesford,Essex,South East,EPN,,,,,
,,E01022097,3.094,0.299,0.000,0.000,3.393,2.025,0.194,0.000,0.100,2.319,2.723,0.234,0.000,0.100,3.056,2.084,0.175,0.000,0.100,2.359,0.079,0.011,0.000,0.022,0.112,0.095,0.037,0.000,0.022,0.154,0.072,0.019,0.000,0.022,0.114,Uttlesford,Essex,South East,EPN,,,,,
,,E01022098,2.631,0.269,0.000,0.000,2.900,1.647,0.206,0.000,0.081,1.934,2.296,0.251,0.000,0.081,2.627,1.694,0.160,0.000,0.081,1.935,0.062,0.014,0.000,0.018,0.094,0.070,0.032,0.000,0.018,0.120,0.056,0.014,0.000,0.018,0.088,Uttlesford,Essex,South East,EPN,,,,,
,,E01022099,3.466,0.433,0.000,0.000,3.899,2.387,0.283,0.000,0.110,2.779,3.125,0.347,0.000,0.110,3.581,2.462,0.246,0.000,0.110,2.818,0.097,0.011,0.000,0.025,0.132,0.117,0.027,0.000,0.025,0.169,0.090,0.011,0.000,0.025,0.126,Uttlesford,Essex,South East,EPN,,,,,
,,E01023289,1.230,0.772,0.000,0.000,2.003,1.101,0.659,0.000,0.021,1.780,1.235,0.787,0.000,0.021,2.043,1.121,0.568,0.000,0.021,1.710,0.051,0.021,0.000,0.006,0.077,0.073,0.000,0.000,0.006,0.078,0.049,0.003,0.000,0.006,0.058,Broxbourne,Hertfordshire,Hertfordshire,EPN,,,,,
,,E01023290,1.394,1.120,0.000,0.000,2.514,1.262,0.910,0.000,0.025,2.197,1.402,1.120,0.000,0.025,2.547,1.288,0.779,0.000,0.025,2.092,0.060,0.027,0.000,0.007,0.093,0.085,0.000,0.000,0.007,0.092,0.058,0.004,0.000,0.007,0.069,Broxbourne,Hertfordshire,Hertfordshire,EPN,,,,,
